Organization,Event,Date,Fight Number,Result,Fighter,Opponent,Method,Round,Time,Url
Bellator MMA,BFC - Bellator Fighting Championships 66,2012-04-20,7,win,Attila Vegh,Dan Spohn ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-66-20559
Bellator MMA,BFC - Bellator Fighting Championships 66,2012-04-20,7,loss,Dan Spohn,Attila Vegh ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-66-20559
Bellator MMA,BFC - Bellator Fighting Championships 66,2012-04-20,8,win,Frank Caraballo,Donny Walker ,KO (Flying Knee),4.0,2:25,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-66-20559
Bellator MMA,BFC - Bellator Fighting Championships 66,2012-04-20,8,loss,Donny Walker,Frank Caraballo ,KO (Flying Knee),4.0,2:25,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-66-20559
Bellator MMA,BFC - Bellator Fighting Championships 66,2012-04-20,9,win,Julian Lane,Joe Heiland ,Submission (Guillotine Choke),1.0,2:49,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-66-20559
Bellator MMA,BFC - Bellator Fighting Championships 66,2012-04-20,9,loss,Joe Heiland,Julian Lane ,Submission (Guillotine Choke),1.0,2:49,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-66-20559
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,0,win,Alexander Gustafsson,Thiago Silva,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,0,loss,Thiago Silva,Alexander Gustafsson,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,1,win,Brian Stann,Alessio Sakara ,KO (Punches),1.0,2:26,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,1,loss,Alessio Sakara,Brian Stann ,KO (Punches),1.0,2:26,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,2,win,Siyar Bahadurzada,Paulo Thiago ,KO (Punch),1.0,0:42,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,2,loss,Paulo Thiago,Siyar Bahadurzada ,KO (Punch),1.0,0:42,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,3,win,Dennis Siver,Diego Nunes ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,3,loss,Diego Nunes,Dennis Siver ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,4,win,John Maguire,DaMarques Johnson ,Submission (Armbar),2.0,4:40,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,4,loss,DaMarques Johnson,John Maguire ,Submission (Armbar),2.0,4:40,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,5,win,Brad Pickett,Damacio Page ,Submission (Rear-Naked Choke),2.0,4:05,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,5,loss,Damacio Page,Brad Pickett ,Submission (Rear-Naked Choke),2.0,4:05,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,6,win,James Head,Papy Abedi ,Submission (Rear-Naked Choke),1.0,4:33,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,6,loss,Papy Abedi,James Head ,Submission (Rear-Naked Choke),1.0,4:33,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,7,win,Cyrille Diabate,Tom DeBlass ,Decision (Majority),3.0,5:00,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,7,loss,Tom DeBlass,Cyrille Diabate ,Decision (Majority),3.0,5:00,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,8,win,Francis Carmont,Magnus Cedenblad ,Submission (Rear-Naked Choke),2.0,1:42,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,8,loss,Magnus Cedenblad,Francis Carmont ,Submission (Rear-Naked Choke),2.0,1:42,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,9,win,Reza Madadi,Yoislandy Izquierdo ,Submission (Guillotine Choke),2.0,1:28,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,9,loss,Yoislandy Izquierdo,Reza Madadi ,Submission (Guillotine Choke),2.0,1:28,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,10,win,Simeon Thoresen,Besam Yousef ,Submission (Rear-Naked Choke),2.0,2:36,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,10,loss,Besam Yousef,Simeon Thoresen ,Submission (Rear-Naked Choke),2.0,2:36,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,11,win,Jason Young,Eric Wisely ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Ultimate Fighting Championship,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,11,loss,Eric Wisely,Jason Young ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-on-Fuel-TV-2-Gustafsson-vs-Silva-19857
Bellator MMA,BFC - Bellator Fighting Championships 64,2012-04-06,0,win,Elias Theodorou,Rich Lictawa,TKO (Retirement),3.0,0:33,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-64-20395
Bellator MMA,BFC - Bellator Fighting Championships 64,2012-04-06,0,loss,Rich Lictawa,Elias Theodorou,TKO (Retirement),3.0,0:33,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-64-20395
Bellator MMA,BFC - Bellator Fighting Championships 64,2012-04-06,1,win,Kyle Prepolec,Lance Snow ,Submission (Armbar),1.0,2:54,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-64-20395
Bellator MMA,BFC - Bellator Fighting Championships 64,2012-04-06,1,loss,Lance Snow,Kyle Prepolec ,Submission (Armbar),1.0,2:54,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-64-20395
Bellator MMA,BFC - Bellator Fighting Championships 64,2012-04-06,2,win,Ben Askren,Douglas Lima ,Decision (Unanimous),5.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-64-20395
Bellator MMA,BFC - Bellator Fighting Championships 64,2012-04-06,2,loss,Douglas Lima,Ben Askren ,Decision (Unanimous),5.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-64-20395
Bellator MMA,BFC - Bellator Fighting Championships 64,2012-04-06,3,win,Marlon Sandro,Alexandre Bezerra ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-64-20395
Bellator MMA,BFC - Bellator Fighting Championships 64,2012-04-06,3,loss,Alexandre Bezerra,Marlon Sandro ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-64-20395
Bellator MMA,BFC - Bellator Fighting Championships 64,2012-04-06,4,win,Travis Marx,Masakatsu Ueda ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-64-20395
Bellator MMA,BFC - Bellator Fighting Championships 64,2012-04-06,4,loss,Masakatsu Ueda,Travis Marx ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-64-20395
Bellator MMA,BFC - Bellator Fighting Championships 64,2012-04-06,5,win,Hiroshi Nakamura,Rodrigo Lima ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-64-20395
Bellator MMA,BFC - Bellator Fighting Championships 64,2012-04-06,5,loss,Rodrigo Lima,Hiroshi Nakamura ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-64-20395
Bellator MMA,BFC - Bellator Fighting Championships 64,2012-04-06,6,win,Chad Laprise,Josh Taveirne ,Submission (Triangle Choke),1.0,2:48,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-64-20395
Bellator MMA,BFC - Bellator Fighting Championships 64,2012-04-06,6,loss,Josh Taveirne,Chad Laprise ,Submission (Triangle Choke),1.0,2:48,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-64-20395
Bellator MMA,BFC - Bellator Fighting Championships 64,2012-04-06,7,win,Mike Richman,Chris Horodecki ,KO (Punches),1.0,1:23,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-64-20395
Bellator MMA,BFC - Bellator Fighting Championships 64,2012-04-06,7,loss,Chris Horodecki,Mike Richman ,KO (Punches),1.0,1:23,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-64-20395
Bellator MMA,BFC - Bellator Fighting Championships 64,2012-04-06,8,win,Nordine Taleb,Matt Secor ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-64-20395
Bellator MMA,BFC - Bellator Fighting Championships 64,2012-04-06,8,loss,Matt Secor,Nordine Taleb ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-64-20395
Bellator MMA,BFC - Bellator Fighting Championships 64,2012-04-06,9,win,Jason Fischer,Taylor Solomon ,Technical Submission (Rear-Naked Choke),3.0,4:59,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-64-20395
Bellator MMA,BFC - Bellator Fighting Championships 64,2012-04-06,9,loss,Taylor Solomon,Jason Fischer ,Technical Submission (Rear-Naked Choke),3.0,4:59,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-64-20395
Bellator MMA,BFC - Bellator Fighting Championships 62,2012-03-23,0,win,Luis Vega,Sonny Luque,Submission (Arm-Triangle Choke),1.0,3:43,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-62-20313
Bellator MMA,BFC - Bellator Fighting Championships 62,2012-03-23,0,loss,Sonny Luque,Luis Vega,Submission (Arm-Triangle Choke),1.0,3:43,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-62-20313
Bellator MMA,BFC - Bellator Fighting Championships 62,2012-03-23,1,win,Chris Jones,Steven Peterson ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-62-20313
Bellator MMA,BFC - Bellator Fighting Championships 62,2012-03-23,1,loss,Steven Peterson,Chris Jones ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-62-20313
Bellator MMA,BFC - Bellator Fighting Championships 62,2012-03-23,2,win,Lloyd Woodard,Patricky Freire ,Submission (Kimura),2.0,1:46,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-62-20313
Bellator MMA,BFC - Bellator Fighting Championships 62,2012-03-23,2,loss,"Patricky ""Pitbull"" Freire",Lloyd Woodard ,Submission (Kimura),2.0,1:46,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-62-20313
Bellator MMA,BFC - Bellator Fighting Championships 62,2012-03-23,3,win,Rick Hawn,Ricardo Tirloni ,KO (Punches),1.0,2:36,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-62-20313
Bellator MMA,BFC - Bellator Fighting Championships 62,2012-03-23,3,loss,Ricardo Tirloni,Rick Hawn ,KO (Punches),1.0,2:36,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-62-20313
Bellator MMA,BFC - Bellator Fighting Championships 62,2012-03-23,4,win,Brent Weedman,J.J. Ambrose ,Submission (Shoulder Choke),2.0,3:26,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-62-20313
Bellator MMA,BFC - Bellator Fighting Championships 62,2012-03-23,4,loss,J.J. Ambrose,Brent Weedman ,Submission (Shoulder Choke),2.0,3:26,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-62-20313
Bellator MMA,BFC - Bellator Fighting Championships 62,2012-03-23,5,win,Thiago Michel Pereira Silva,Rene Nazare ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-62-20313
Bellator MMA,BFC - Bellator Fighting Championships 62,2012-03-23,5,loss,Rene Nazare,Thiago Michel Pereira Silva ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-62-20313
Bellator MMA,BFC - Bellator Fighting Championships 62,2012-03-23,6,win,Dave Jansen,Jacob Kirwan ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-62-20313
Bellator MMA,BFC - Bellator Fighting Championships 62,2012-03-23,6,loss,Jacob Kirwan,Dave Jansen ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-62-20313
Bellator MMA,BFC - Bellator Fighting Championships 62,2012-03-23,7,win,Rad Martinez,Douglas Frey ,TKO (Punches),1.0,4:08,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-62-20313
Bellator MMA,BFC - Bellator Fighting Championships 62,2012-03-23,7,loss,Douglas Frey,Rad Martinez ,TKO (Punches),1.0,4:08,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-62-20313
Bellator MMA,BFC - Bellator Fighting Championships 62,2012-03-23,8,win,Sean Spencer,Joseph Daily ,Submission (Rear-Naked Choke),2.0,1:24,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-62-20313
Bellator MMA,BFC - Bellator Fighting Championships 62,2012-03-23,8,loss,Joseph Daily,Sean Spencer ,Submission (Rear-Naked Choke),2.0,1:24,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-62-20313
Bellator MMA,BFC - Bellator Fighting Championships 60,2012-03-09,0,win,Jake Nauracy,Cory Galloway,Submission (Rear-Naked Choke),2.0,4:22,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-60-20109
Bellator MMA,BFC - Bellator Fighting Championships 60,2012-03-09,0,loss,Cory Galloway,Jake Nauracy,Submission (Rear-Naked Choke),2.0,4:22,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-60-20109
Bellator MMA,BFC - Bellator Fighting Championships 60,2012-03-09,1,win,Travis Wiuff,Anthony Gomez ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-60-20109
Bellator MMA,BFC - Bellator Fighting Championships 60,2012-03-09,1,loss,Anthony Gomez,Travis Wiuff ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-60-20109
Bellator MMA,BFC - Bellator Fighting Championships 60,2012-03-09,2,win,Sean McCorkle,Richard White ,Submission (Neck Crank),1.0,1:02,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-60-20109
Bellator MMA,BFC - Bellator Fighting Championships 60,2012-03-09,2,loss,Richard White,Sean McCorkle ,Submission (Neck Crank),1.0,1:02,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-60-20109
Bellator MMA,BFC - Bellator Fighting Championships 60,2012-03-09,3,win,Pat Curran,Joe Warren ,KO (Punches),3.0,1:25,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-60-20109
Bellator MMA,BFC - Bellator Fighting Championships 60,2012-03-09,3,loss,Joe Warren,Pat Curran ,KO (Punches),3.0,1:25,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-60-20109
Bellator MMA,BFC - Bellator Fighting Championships 60,2012-03-09,4,win,Daniel Straus,Jeremy Spoon ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-60-20109
Bellator MMA,BFC - Bellator Fighting Championships 60,2012-03-09,4,loss,Jeremy Spoon,Daniel Straus ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-60-20109
Bellator MMA,BFC - Bellator Fighting Championships 60,2012-03-09,5,win,Mike Corey,Ronnie Mann ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-60-20109
Bellator MMA,BFC - Bellator Fighting Championships 60,2012-03-09,5,loss,Ronnie Mann,Mike Corey ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-60-20109
Bellator MMA,BFC - Bellator Fighting Championships 60,2012-03-09,6,win,Marlon Sandro,Roberto Vargas ,Submission (Rear-Naked Choke),1.0,3:35,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-60-20109
Bellator MMA,BFC - Bellator Fighting Championships 60,2012-03-09,6,loss,Roberto Vargas,Marlon Sandro ,Submission (Rear-Naked Choke),1.0,3:35,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-60-20109
Bellator MMA,BFC - Bellator Fighting Championships 60,2012-03-09,7,win,Josh Shockley,Shamar Bailey ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-60-20109
Bellator MMA,BFC - Bellator Fighting Championships 60,2012-03-09,7,loss,Shamar Bailey,Josh Shockley ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-60-20109
Bellator MMA,BFC - Bellator Fighting Championships 60,2012-03-09,8,win,Alexandre Bezerra,Kenny Foster ,Submission (Rear-Naked Choke),2.0,4:57,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-60-20109
Bellator MMA,BFC - Bellator Fighting Championships 60,2012-03-09,8,loss,Kenny Foster,Alexandre Bezerra ,Submission (Rear-Naked Choke),2.0,4:57,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-60-20109
Bellator MMA,BFC - Bellator Fighting Championships 60,2012-03-09,9,win,Genair da Silva,Bobby Reardanz ,TKO (Leg Kicks and Punches),3.0,0:51,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-60-20109
Bellator MMA,BFC - Bellator Fighting Championships 60,2012-03-09,9,loss,Bobby Reardanz,Genair da Silva ,TKO (Leg Kicks and Punches),3.0,0:51,http://www.sherdog.com/events/BFC-Bellator-Fighting-Championships-60-20109
Strikeforce,Strikeforce - Tate vs. Rousey,2012-03-03,0,win,Ronda Rousey,Miesha Tate,Submission (Armbar),1.0,4:27,http://www.sherdog.com/events/Strikeforce-Tate-vs-Rousey-19921
Strikeforce,Strikeforce - Tate vs. Rousey,2012-03-03,0,loss,Miesha Tate,Ronda Rousey,Submission (Armbar),1.0,4:27,http://www.sherdog.com/events/Strikeforce-Tate-vs-Rousey-19921
Strikeforce,Strikeforce - Tate vs. Rousey,2012-03-03,1,win,Josh Thomson,K.J. Noons ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Strikeforce-Tate-vs-Rousey-19921
Strikeforce,Strikeforce - Tate vs. Rousey,2012-03-03,1,loss,KJ Noons,Josh Thomson ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Strikeforce-Tate-vs-Rousey-19921
Strikeforce,Strikeforce - Tate vs. Rousey,2012-03-03,2,win,Kazuo Misaki,Paul Daley ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/Strikeforce-Tate-vs-Rousey-19921
Strikeforce,Strikeforce - Tate vs. Rousey,2012-03-03,2,loss,"Paul ""Semtex"" Daley",Kazuo Misaki ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/Strikeforce-Tate-vs-Rousey-19921
Strikeforce,Strikeforce - Tate vs. Rousey,2012-03-03,3,win,Lumumba Sayers,Scott Smith ,Submission (Guillotine Choke),1.0,1:34,http://www.sherdog.com/events/Strikeforce-Tate-vs-Rousey-19921
Strikeforce,Strikeforce - Tate vs. Rousey,2012-03-03,3,loss,Scott Smith,Lumumba Sayers ,Submission (Guillotine Choke),1.0,1:34,http://www.sherdog.com/events/Strikeforce-Tate-vs-Rousey-19921
Strikeforce,Strikeforce - Tate vs. Rousey,2012-03-03,4,win,"Ronaldo ""Jacare"" Souza",Bristol Marunde ,Submission (Arm-Triangle Choke),3.0,2:43,http://www.sherdog.com/events/Strikeforce-Tate-vs-Rousey-19921
Strikeforce,Strikeforce - Tate vs. Rousey,2012-03-03,4,loss,Bristol Marunde,Ronaldo Souza ,Submission (Arm-Triangle Choke),3.0,2:43,http://www.sherdog.com/events/Strikeforce-Tate-vs-Rousey-19921
Strikeforce,Strikeforce - Tate vs. Rousey,2012-03-03,5,win,Sarah Kaufman,Alexis Davis ,Decision (Majority),3.0,5:00,http://www.sherdog.com/events/Strikeforce-Tate-vs-Rousey-19921
Strikeforce,Strikeforce - Tate vs. Rousey,2012-03-03,5,loss,Alexis Davis,Sarah Kaufman ,Decision (Majority),3.0,5:00,http://www.sherdog.com/events/Strikeforce-Tate-vs-Rousey-19921
Strikeforce,Strikeforce - Tate vs. Rousey,2012-03-03,6,win,Roger Bowling,Brandon Saling ,TKO (Punches),2.0,1:15,http://www.sherdog.com/events/Strikeforce-Tate-vs-Rousey-19921
Strikeforce,Strikeforce - Tate vs. Rousey,2012-03-03,6,loss,Brandon Saling,Roger Bowling ,TKO (Punches),2.0,1:15,http://www.sherdog.com/events/Strikeforce-Tate-vs-Rousey-19921
Strikeforce,Strikeforce - Tate vs. Rousey,2012-03-03,7,win,Pat Healy,Caros Fodor ,Submission (Arm-Triangle Choke),3.0,3:35,http://www.sherdog.com/events/Strikeforce-Tate-vs-Rousey-19921
Strikeforce,Strikeforce - Tate vs. Rousey,2012-03-03,7,loss,Caros Fodor,Pat Healy ,Submission (Arm-Triangle Choke),3.0,3:35,http://www.sherdog.com/events/Strikeforce-Tate-vs-Rousey-19921
Strikeforce,Strikeforce - Tate vs. Rousey,2012-03-03,8,win,Ryan Couture,Conor Heun ,TKO (Punches),3.0,2:52,http://www.sherdog.com/events/Strikeforce-Tate-vs-Rousey-19921
Strikeforce,Strikeforce - Tate vs. Rousey,2012-03-03,8,loss,Conor Heun,Ryan Couture ,TKO (Punches),3.0,2:52,http://www.sherdog.com/events/Strikeforce-Tate-vs-Rousey-19921
Ultimate Fighting Championship,UFC 144 - Edgar vs. Henderson,2012-02-26,0,win,Benson Henderson,Frankie Edgar,Decision (Unanimous),5.0,5:00,http://www.sherdog.com/events/UFC-144-Edgar-vs-Henderson-18347
Ultimate Fighting Championship,UFC 144 - Edgar vs. Henderson,2012-02-26,0,loss,Frankie Edgar,Benson Henderson,Decision (Unanimous),5.0,5:00,http://www.sherdog.com/events/UFC-144-Edgar-vs-Henderson-18347
Ultimate Fighting Championship,UFC 144 - Edgar vs. Henderson,2012-02-26,1,win,Ryan Bader,Quinton Jackson ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-144-Edgar-vs-Henderson-18347
Ultimate Fighting Championship,UFC 144 - Edgar vs. Henderson,2012-02-26,1,loss,"Quinton ""Rampage"" Jackson",Ryan Bader ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-144-Edgar-vs-Henderson-18347
Ultimate Fighting Championship,UFC 144 - Edgar vs. Henderson,2012-02-26,2,win,Mark Hunt,Cheick Kongo ,TKO (Punches),1.0,2:11,http://www.sherdog.com/events/UFC-144-Edgar-vs-Henderson-18347
Ultimate Fighting Championship,UFC 144 - Edgar vs. Henderson,2012-02-26,2,loss,Cheick Kongo,Mark Hunt ,TKO (Punches),1.0,2:11,http://www.sherdog.com/events/UFC-144-Edgar-vs-Henderson-18347
Ultimate Fighting Championship,UFC 144 - Edgar vs. Henderson,2012-02-26,3,win,Jake Shields,Yoshihiro Akiyama ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-144-Edgar-vs-Henderson-18347
Ultimate Fighting Championship,UFC 144 - Edgar vs. Henderson,2012-02-26,3,loss,Yoshihiro Akiyama,Jake Shields ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-144-Edgar-vs-Henderson-18347
Ultimate Fighting Championship,UFC 144 - Edgar vs. Henderson,2012-02-26,4,win,Tim Boetsch,Yushin Okami ,TKO (Punches),3.0,0:54,http://www.sherdog.com/events/UFC-144-Edgar-vs-Henderson-18347
Ultimate Fighting Championship,UFC 144 - Edgar vs. Henderson,2012-02-26,4,loss,Yushin Okami,Tim Boetsch ,TKO (Punches),3.0,0:54,http://www.sherdog.com/events/UFC-144-Edgar-vs-Henderson-18347
Ultimate Fighting Championship,UFC 144 - Edgar vs. Henderson,2012-02-26,5,win,Hatsu Hioki,Bart Palaszewski ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-144-Edgar-vs-Henderson-18347
Ultimate Fighting Championship,UFC 144 - Edgar vs. Henderson,2012-02-26,5,loss,Bart Palaszewski,Hatsu Hioki ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-144-Edgar-vs-Henderson-18347
Ultimate Fighting Championship,UFC 144 - Edgar vs. Henderson,2012-02-26,6,win,Anthony Pettis,Joe Lauzon ,KO (Head Kick and Punches),1.0,1:21,http://www.sherdog.com/events/UFC-144-Edgar-vs-Henderson-18347
Ultimate Fighting Championship,UFC 144 - Edgar vs. Henderson,2012-02-26,6,loss,Joe Lauzon,Anthony Pettis ,KO (Head Kick and Punches),1.0,1:21,http://www.sherdog.com/events/UFC-144-Edgar-vs-Henderson-18347
