Event,Date,Location,Fight Number,Fighter,Record,Height,Weightclass,Reach,Leg Reach,Url
The Ultimate Fighter - A Tournament of Champions Finale,2016-12-03 00:00:00,"Las Vegas, Nevada",10,Anthony Smith,28-12-0,"6' 4""",185,77,44,http://www.ufc.com/event/the-ultimate-fighter-24-finale/printFightCard
The Ultimate Fighter - A Tournament of Champions Finale,2016-12-03 00:00:00,"Las Vegas, Nevada",11,Joshua Stansbury,8-5-0,"6' 2""",205,74,,http://www.ufc.com/event/the-ultimate-fighter-24-finale/printFightCard
The Ultimate Fighter - A Tournament of Champions Finale,2016-12-03 00:00:00,"Las Vegas, Nevada",11,Devin Clark,8-2-0,"6' 0""",205,75,41,http://www.ufc.com/event/the-ultimate-fighter-24-finale/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",0,Robert Whittaker,20-4-0,"6' 0""",185,73,43,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",0,Derek Brunson,18-5-0,"6' 1""",185,77,43,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",1,Jake Matthews,12-3-0,"5' 11""",170,73,42,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",1,Andrew Holbrook,12-2-0,"5' 11""",155,70,40,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",2,Kyle Noke,22-10-1,"6' 1""",170,76,44,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",2,Omari Akhmedov,17-4-0,"6' 0""",170,73,40,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",3,Yusuke Kasuya,9-3-2,"5' 7""",155,67,38,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",3,Alexander Volkanovski,16-1-0,"5' 6""",145,71,36,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",4,Khalil Rountree Jr.,7-2-0,"6' 1""",205,74,,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",4,Tyson Pedro,6-1-0,"6' 3""",205,79,43,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",5,Seohee Ham,16-8-0,"5' 2""",115,62,35,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",5,Danielle Taylor,9-2-0,"5' 0""",115,60,33,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",6,Daniel Kelly,13-3-0,"6' 0""",185,70,43,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",6,Chris Camozzi,24-13-0,"6' 2""",185,76,42,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",7,Damien Brown,17-11-0,"5' 10""",155,68,42,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",7,Jon Tuck,10-4-0,"5' 11""",155,73,39,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",8,Rich Walsh,9-6-0,"6' 0""",170,73,,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",8,Jonathan Meunier,8-1-0,"6' 3""",170,75,43,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",9,Ben Nguyen,17-6-0,"5' 5""",125,65,39,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",9,Geane Herrera,9-3-0,"5' 5""",125,66,36,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",10,Dan Hooker,15-7-0,"6' 0""",145,75,42,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",10,Jason Knight,20-4-0,"5' 10""",145,71,39,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",11,Marlon Vera,10-4-1,"5' 8""",135,70,40,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",11,Ning Guangyou,6-4-1,"5' 4""",135,64,40,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",12,Yao Zhikui,2-5-0,"5' 5""",125,64,38,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Whittaker vs Brunson,2016-11-26 00:00:00,"Melbourne, Australia",12,Jenel Lausa,7-4-0,"5' 5""",125,68,35,http://www.ufc.com/event/ufc-fight-night-melbourne-2016/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",0,Ryan Bader,22-5-0,"6' 2""",205,74,44,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",0,Antonio Rogerio Nogueira,22-7-0,"6' 2""",205,75,43,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",0,Gegard Mousasi,42-6-2,"6' 2""",185,76,42,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",0,Uriah Hall,14-8-0,"6' 0""",185,79,43,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",1,Thomas Almeida,22-2-0,"5' 7""",135,70,38,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",1,Albert Morales,7-3-1,"5' 9""",135,72,39,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",1,Ross Pearson,"21-12-0, 1NC","5' 8""",155,69,39,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",1,Stevie Ray,21-7-0,"5' 10""",155,70,39,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",2,Claudia Gadelha,15-3-0,"5' 4""",115,63,32,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",2,Cortney Casey,7-5-0,"5' 7""",115,67,,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",2,Timothy Johnson,11-4-0,"6' 3""",265,77,42,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",2,Alexander Volkov,29-6-0,"6' 7""",265,80,47,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",3,Thales Leites,27-8-0,"6' 1""",185,78,41,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",3,Krzysztof Jotko,19-3-0,"6' 1""",185,77,41,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",3,Artem Lobov,"14-14-1, 1NC","5' 9""",145,65,38,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",3,Teruto Ishihara,11-4-2,"5' 7""",145,69,37,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",4,Warlley Alves,12-2-0,"5' 11""",170,72,42,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",4,Kamaru Usman,11-1-0,"6' 0""",170,76,41,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",4,Magnus Cedenblad,14-5-0,"6' 3""",185,79,48,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",4,Jack Marshman,22-7-0,"6' 0""",185,73,39,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",5,Sergio Moraes,12-4-1,"6' 0""",170,72,42,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",5,Zak Ottow,15-5-0,"5' 11""",170,72,40,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",5,Kyoji Horiguchi,18-2-0,"5' 5""",125,66,37,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",5,Ali Bagautinov,14-5-0,"5' 4""",125,65,36,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",6,Cezar Ferreira,13-6-0,"6' 1""",185,78,43,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",6,Jack Hermansson,16-4-0,"6' 1""",185,77,46,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",6,Kevin Lee,16-4-0,"5' 9""",155,77,39,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",6,Magomed Mustafaev,13-2-0,"5' 9""",155,71,40,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",7,Marcos Rogerio De Lima,15-6-1,"6' 1""",205,75,43,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",7,Gadzhimurad Antigulov,20-4-0,"5' 11""",205,70,40,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",7,Anna Elmose,3-2-0,"5' 3""",115,65,37,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",7,Amanda Cooper,4-3-0,"5' 3""",115,64,36,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",8,Johnny Eduardo,28-11-0,"5' 7""",135,71,38,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",8,Manny Gamburyan,"18-11-0, 1NC","5' 5""",135,67,37,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",8,Justin Ledet,"9-0-0, 1NC","6' 4""",265,80,43,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",8,Mark Godbeer,13-3-0,"6' 2""",265,77,44,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",9,Luis Henrique,"10-4-0, 1NC","6' 2""",265,74,,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",9,Christian Colombo,8-3-1,"6' 5""",265,80,48,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",9,Zak Cummings,21-5-0,"6' 0""",170,75,40,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",9,Alexander Yakovlev,23-8-1,"6' 3""",170,74,42,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",10,Pedro Munhoz,"15-2-0, 1NC","5' 6""",135,64,36,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",10,Justin Scoggins,11-4-0,"5' 7""",135,66,39,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",10,Marion Reneau,8-3-1,"5' 6""",135,68,39,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",10,Milana Dudieva,11-5-0,"5' 5""",135,61,37,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",11,Francimar Barroso,"19-5-0, 1NC","6' 1""",205,75,41,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Bader vs Nogueira 2,2016-11-19 00:00:00,"Sao Paulo, Brazil",11,Darren Stewart,"7-3-0, 1NC","6' 0""",185,74,41,http://www.ufc.com/event/ufc-fight-night-brazil-nov-19-2016/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",11,Brett Johns,15-0-0,"5' 7""",135,71,39,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",11,Kwan Ho Kwak,9-2-0,"5' 7""",135,70,39,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",12,Charlie Ward,3-3-0,"5' 11""",170,73,42,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC Fight Night - Mousasi vs Hall 2,2016-11-19 00:00:00,"Belfast, Northern Ireland",12,Abdul Razak Alhassan,8-1-0,"5' 10""",170,73,39,http://www.ufc.com/event/ufc-fight-night-belfast/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",0,Eddie Alvarez,"29-5-0, 1NC","5' 9""",155,69,40,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",0,Conor McGregor,21-3-0,"5' 9""",155,74,40,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",1,Tyron Woodley,18-3-1,"5' 9""",170,74,42,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",1,Stephen Thompson,14-2-1,"6' 0""",170,75,41,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",2,Joanna Jedrzejczyk,14-1-0,"5' 6""",115,65,35,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",2,Karolina Kowalkiewicz,11-2-0,"5' 3""",115,65,,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",3,Chris Weidman,14-3-0,"6' 2""",185,78,42,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",3,Yoel Romero,12-2-0,"6' 0""",185,73,42,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",4,Miesha Tate,18-7-0,"5' 6""",135,65,37,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",4,Raquel Pennington,9-6-0,"5' 7""",135,67,37,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",5,Frankie Edgar,21-5-1,"5' 6""",145,68,37,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",5,Jeremy Stephens,26-14-0,"5' 9""",145,71,38,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",6,Khabib Nurmagomedov,24-0-0,"5' 10""",155,70,40,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",6,Michael Johnson,18-12-0,"5' 10""",155,73,41,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",7,Rafael Natal,21-9-1,"6' 0""",185,76,43,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",7,Tim Boetsch,21-11-0,"6' 0""",185,74,42,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",8,Vicente Luque,12-6-1,"5' 11""",170,75,38,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",8,Belal Muhammad,13-2-0,"5' 11""",170,72,40,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",9,Jim Miller,"28-11-0, 1NC","5' 8""",155,71,40,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",9,Thiago Alves,26-11-0,"5' 9""",155,70,37,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",10,Liz Carmouche,10-6-0,"5' 6""",125,66,37,http://www.ufc.com/event/ufc-205/printFightCard
UFC 205 - Alvarez vs McGregor,2016-11-12 00:00:00,"New York, NY",10,Katlyn Chookagian,9-1-0,"5' 9""",135,68,42,http://www.ufc.com/event/ufc-205/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",0,Rafael Dos Anjos,28-9-0,"5' 8""",170,70,38,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",0,Tony Ferguson,25-3-0,"5' 11""",155,76,40,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",1,Diego Sanchez,29-11-0,"5' 10""",155,72,40,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",1,Marcin Held,23-7-0,"5' 9""",155,71,39,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",2,Ricardo Lamas,18-6-0,"5' 8""",145,71,39,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",2,Charles Oliveira,"22-8-0, 1NC","5' 10""",155,74,41,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",3,Martin Bravo,12-1-0,"5' 8""",155,71,38,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",3,Claudio Puelles,8-2-0,"5' 11""",155,72,40,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",4,Beneil Dariush,14-3-1,"5' 10""",155,72,40,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",4,Rashid Magomedov,20-2-0,"5' 9""",155,70,39,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",5,Alexa Grasso,10-1-0,"5' 5""",115,66,37,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",5,Heather Jo Clark,7-6-0,"5' 6""",115,64,38,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",6,Erik Perez,16-6-0,"5' 8""",135,68,39,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",6,Felipe Arantes,"18-9-1, 2NC","5' 8""",145,73,39,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",7,Marco Beltran,8-7-0,"5' 8""",125,69,39,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",7,Joe Soto,18-6-0,"5' 6""",135,65,36,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",8,Erick Montano,8-5-0,"6' 0""",170,73,42,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",8,Max Griffin,13-4-0,"5' 11""",170,76,41,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",9,Henry Briones,19-7-1,"5' 8""",135,69,38,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",9,Douglas Silva de Andrade,"24-2-0, 1NC","5' 7""",135,68,37,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",10,Sam Alvey,"31-10-0, 1NC","6' 2""",185,75,42,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",10,Alex Nicholson,7-4-0,"6' 4""",185,81,,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",11,Marco Polo Reyes,8-4-0,"5' 11""",155,71,41,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",11,Jason Novelli,"11-3-0, 1NC","6' 0""",155,75,42,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",12,Enrique Barzola,14-3-1,"5' 7""",145,70,36,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
