Event,Date,Location,Fight Number,Fighter,Record,Height,Weightclass,Reach,Leg Reach,Url
UFC Fight Night - Dos Anjos vs Ferguson,2016-11-05 00:00:00,"Mexico City, Mexico",12,Chris Avila,5-4-0,"5' 10""",145,72,39,http://www.ufc.com/event/ufc-fight-night-mexico-city-2016/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",0,Michael Bisping,31-9-0,"6' 1""",185,75,44,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",0,Dan Henderson,32-15-0,"5' 11""",185,74,39,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",1,Vitor Belfort,"26-13-0, 1NC","6' 0""",185,74,41,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",1,Gegard Mousasi,42-6-2,"6' 2""",185,76,42,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",2,Ovince Saint Preux,22-10-0,"6' 3""",205,80,45,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",2,Jimi Manuwa,17-3-0,"6' 1""",205,79,43,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",3,Stefan Struve,32-9-0,"7' 0""",265,84,48,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",3,Daniel Omielanczuk,"19-8-1, 1NC","6' 0""",265,74,41,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",4,Mirsad Bektic,11-1-0,"5' 8""",145,70,40,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",4,Russell Doane,15-7-0,"5' 7""",145,70,37,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",5,Brad Pickett,26-14-0,"5' 6""",135,68,37,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",5,Iuri Alcantara,"34-9-0, 1NC","5' 9""",135,71,40,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",6,Davey Grant,10-3-0,"5' 8""",135,69,40,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",6,Damian Stasiak,10-5-0,"5' 5""",135,70,40,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",7,Leon Edwards,14-3-0,"6' 0""",170,74,43,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",7,Albert Tumenov,17-4-0,"5' 11""",170,73,39,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",8,Lukasz Sajewski,13-3-0,"5' 8""",155,71,39,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",8,Marc Diakiese,12-1-0,"5' 10""",155,73,39,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",9,Danny Roberts,14-3-0,"6' 1""",170,74,42,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",9,Mike Perry,11-2-0,"5' 10""",170,71,39,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",10,Leonardo Santos,16-4-1,"6' 0""",155,75,42,http://www.ufc.com/event/ufc-204/printFightCard
UFC 204 - Bisping vs Henderson,2016-10-08 00:00:00,"Manchester, United Kingdom",10,Adriano Martins,28-9-0,"5' 10""",155,72,40,http://www.ufc.com/event/ufc-204/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",0,John Lineker,30-8-0,"5' 3""",135,67,36,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",0,John Dodson,20-9-0,"5' 3""",135,66,35,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",1,Will Brooks,18-4-0,"5' 10""",155,72,,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",1,Alex Oliveira,"17-4-1, 2NC","5' 11""",170,76,43,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",2,Joshua Burkman,"29-16-0, 1NC","5' 10""",170,72,39,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",2,Zak Ottow,15-5-0,"5' 11""",170,72,40,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",3,Louis Smolka,11-4-0,"5' 9""",125,68,37,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",3,Brandon Moreno,14-4-0,"5' 7""",125,70,38,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",4,Henrique da Silva,12-4-0,"6' 3""",205,76,43,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",4,Joachim Christensen,14-6-0,"6' 3""",205,76,43,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",5,Hacran Dias,23-6-1,"5' 8""",155,69,40,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",5,Andre Fili,17-5-0,"5' 11""",145,74,40,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",6,Shamil Abdurakhimov,18-4-0,"6' 3""",265,76,41,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",6,Walt Harris,10-7-0,"6' 5""",265,77,47,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",7,Keita Nakamura,"33-8-2, 1NC","5' 11""",170,73,40,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",7,Elizeu Zaleski dos Santos,18-5-0,"5' 11""",170,73,41,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",8,Nate Marquardt,38-19-2,"6' 0""",185,74,42,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",8,Tamdan McCrory,14-5-0,"6' 4""",185,78,,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",9,Jonathan Wilson,7-3-0,"6' 2""",185,75,42,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",9,Ion Cutelaba,"13-3-0, 1NC","6' 1""",205,75,41,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",10,Cody East,12-3-0,"6' 3""",265,74,41,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",10,Curtis Blaydes,"8-1-0, 1NC","6' 4""",265,80,46,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",11,Kelly Faszholz,3-2-0,"5' 8""",135,67,40,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Lineker vs Dodson,2016-10-01 00:00:00,"Portland, Oregon",11,Ketlen Vieira,9-0-0,"5' 8""",135,,,http://www.ufc.com/event/ufc-fight-night-portland/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",0,Cris Cyborg,"18-1-0, 1NC","5' 8""",145,68,39,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",0,Lina Lansberg,7-3-0,"5' 7""",135,65,39,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",1,Renan Barao,"36-5-0, 1NC","5' 6""",145,70,39,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",1,Phillipe Nover,12-8-1,"5' 9""",145,72,39,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",2,Roy Nelson,23-14-0,"6' 0""",265,72,44,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",2,Antonio Silva,"19-10-0, 1NC","6' 4""",265,80,43,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",3,Francisco Trinaldo,22-5-0,"5' 9""",155,70,40,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",3,Paul Felder,15-3-0,"5' 11""",155,70,40,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",4,Thiago Santos,16-5-0,"6' 0""",185,76,42,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",4,Eric Spicely,10-4-0,"6' 1""",185,73,41,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",5,Godofredo Pepey,14-5-0,"5' 7""",145,73,41,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",5,Mike De La Torre,"14-7-0, 1NC","5' 11""",145,71,40,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",6,Gilbert Burns,12-2-0,"5' 10""",155,71,39,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",6,Michel Prazeres,22-2-0,"5' 6""",155,67,37,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",7,Rani Yahya,"24-9-0, 1NC","5' 6""",135,67,37,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",7,Michinori Tanaka,11-3-0,"5' 5""",135,67,37,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",8,Jussier Formiga,20-5-0,"5' 5""",125,67,37,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",8,Dustin Ortiz,17-7-0,"5' 5""",125,65,35,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",9,Erick Silva,"19-9-0, 1NC","6' 0""",170,74,41,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",9,Luan Chagas,15-2-1,"6' 0""",170,75,41,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",10,Alan Patrick,14-1-0,"5' 11""",155,74,42,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",10,Stevie Ray,21-7-0,"5' 10""",155,70,39,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",11,Vicente Luque,12-6-1,"5' 11""",170,75,38,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",11,Hector Urbina,25-10-0,"5' 11""",170,73,40,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",12,Glaico Franca,14-5-0,"6' 0""",155,77,43,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Cyborg vs Lansberg,2016-09-24 00:00:00,"Brasilia, Brazil",12,Gregor Gillespie,10-0-0,"5' 9""",155,71,37,http://www.ufc.com/event/ufc-fight-night-brasilia-2016/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",0,Dustin Poirier,"22-5-0, 1NC","5' 9""",155,72,40,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",0,Michael Johnson,18-12-0,"5' 10""",155,73,41,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",1,Uriah Hall,14-8-0,"6' 0""",185,79,43,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",1,Derek Brunson,18-5-0,"6' 1""",185,77,43,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",2,Evan Dunham,18-6-1,"5' 10""",155,70,38,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",2,Rick Glenn,20-4-1,"6' 0""",155,70,40,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",3,Roan Carneiro,21-11-0,"5' 11""",170,74,42,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",3,Kenny Robertson,15-5-0,"5' 10""",170,74,,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",4,Chris Wade,12-3-0,"5' 10""",155,70,40,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",4,Islam Makhachev,14-1-0,"5' 10""",155,70,40,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",5,Chas Skelly,17-2-0,"5' 11""",145,72,42,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",5,Maximo Blanco,"12-8-1, 1NC","5' 8""",145,71,37,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",6,Gabriel Benitez,20-7-0,"5' 8""",145,71,40,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",6,Sam Sicilia,15-8-0,"5' 8""",145,67,39,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",7,Augusto Montano,15-3-0,"6' 1""",170,73,43,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",7,Belal Muhammad,13-2-0,"5' 11""",170,72,40,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",8,Antonio Carlos Junior,"10-2-0, 1NC","6' 2""",185,79,42,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",8,Leonardo Augusto Leleco,"11-3-0, 1NC","6' 0""",185,73,41,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",9,Jose Quinonez,7-2-0,"5' 8""",135,69,39,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",9,Joey Gomez,6-2-0,"5' 10""",135,73,40,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",10,Erick Montano,8-5-0,"6' 0""",170,73,42,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",10,Randy Brown,10-2-0,"6' 3""",170,78,45,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",11,Alejandro Perez,20-6-1,"5' 6""",135,67,36,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC Fight Night - Poirier vs Johnson,2016-09-17 00:00:00,"Hidalgo, Texas",11,Albert Morales,7-3-1,"5' 9""",135,72,39,http://www.ufc.com/event/ufc-fight-night-hidalgo/printFightCard
UFC 203 - Miocic vs. Overeem,2016-09-10 00:00:00,"Cleveland, Ohio",0,Stipe Miocic,17-2-0,"6' 4""",265,80,39,http://www.ufc.com/event/UFC-203/printFightCard
UFC 203 - Miocic vs. Overeem,2016-09-10 00:00:00,"Cleveland, Ohio",0,Alistair Overeem,"43-16-0, 1NC","6' 4""",265,80,44,http://www.ufc.com/event/UFC-203/printFightCard
UFC 203 - Miocic vs. Overeem,2016-09-10 00:00:00,"Cleveland, Ohio",1,Fabricio Werdum,23-7-1,"6' 4""",265,77,45,http://www.ufc.com/event/UFC-203/printFightCard
UFC 203 - Miocic vs. Overeem,2016-09-10 00:00:00,"Cleveland, Ohio",1,Travis Browne,18-7-1,"6' 7""",265,79,45,http://www.ufc.com/event/UFC-203/printFightCard
UFC 203 - Miocic vs. Overeem,2016-09-10 00:00:00,"Cleveland, Ohio",2,CM Punk,0-1-0,"6' 1""",170,73,41,http://www.ufc.com/event/UFC-203/printFightCard
UFC 203 - Miocic vs. Overeem,2016-09-10 00:00:00,"Cleveland, Ohio",2,Mickey Gall,4-1-0,"6' 2""",170,74,41,http://www.ufc.com/event/UFC-203/printFightCard
UFC 203 - Miocic vs. Overeem,2016-09-10 00:00:00,"Cleveland, Ohio",3,Urijah Faber,34-10-0,"5' 6""",135,67,37,http://www.ufc.com/event/UFC-203/printFightCard
UFC 203 - Miocic vs. Overeem,2016-09-10 00:00:00,"Cleveland, Ohio",3,Jimmie Rivera,21-1-0,"5' 4""",135,68,37,http://www.ufc.com/event/UFC-203/printFightCard
UFC 203 - Miocic vs. Overeem,2016-09-10 00:00:00,"Cleveland, Ohio",4,Jessica Andrade,17-6-0,"5' 3""",115,62,35,http://www.ufc.com/event/UFC-203/printFightCard
UFC 203 - Miocic vs. Overeem,2016-09-10 00:00:00,"Cleveland, Ohio",4,Joanne Calderwood,11-3-0,"5' 6""",115,65,38,http://www.ufc.com/event/UFC-203/printFightCard
UFC 203 - Miocic vs. Overeem,2016-09-10 00:00:00,"Cleveland, Ohio",5,Jessica Eye,"11-6-0, 1NC","5' 6""",135,66,38,http://www.ufc.com/event/UFC-203/printFightCard
UFC 203 - Miocic vs. Overeem,2016-09-10 00:00:00,"Cleveland, Ohio",5,Bethe Correia,10-3-1,"5' 5""",135,64,36,http://www.ufc.com/event/UFC-203/printFightCard
UFC 203 - Miocic vs. Overeem,2016-09-10 00:00:00,"Cleveland, Ohio",6,Brad Tavares,16-5-0,"6' 1""",185,74,43,http://www.ufc.com/event/UFC-203/printFightCard
UFC 203 - Miocic vs. Overeem,2016-09-10 00:00:00,"Cleveland, Ohio",6,Caio Magalhaes,9-3-0,"6' 1""",185,73,42,http://www.ufc.com/event/UFC-203/printFightCard
UFC 203 - Miocic vs. Overeem,2016-09-10 00:00:00,"Cleveland, Ohio",7,Nik Lentz,"30-8-2, 1NC","5' 8""",155,68,38,http://www.ufc.com/event/UFC-203/printFightCard
UFC 203 - Miocic vs. Overeem,2016-09-10 00:00:00,"Cleveland, Ohio",7,Michael McBride,8-3-0,"6' 1""",155,75,42,http://www.ufc.com/event/UFC-203/printFightCard
UFC 203 - Miocic vs. Overeem,2016-09-10 00:00:00,"Cleveland, Ohio",8,Drew Dober,"18-8-0, 1NC","5' 8""",155,70,35,http://www.ufc.com/event/UFC-203/printFightCard
UFC 203 - Miocic vs. Overeem,2016-09-10 00:00:00,"Cleveland, Ohio",8,Jason Gonzalez,11-4-0,"6' 2""",155,74,43,http://www.ufc.com/event/UFC-203/printFightCard
UFC 203 - Miocic vs. Overeem,2016-09-10 00:00:00,"Cleveland, Ohio",9,Yancy Medeiros,"15-4-0, 1NC","5' 10""",155,75,41,http://www.ufc.com/event/UFC-203/printFightCard
UFC 203 - Miocic vs. Overeem,2016-09-10 00:00:00,"Cleveland, Ohio",9,Sean Spencer,12-6-0,"5' 10""",170,75,41,http://www.ufc.com/event/UFC-203/printFightCard
UFC Fight Night - Arlovski vs Barnett,2016-09-03 00:00:00,"Hamburg, Germany",0,Andrei Arlovski,"26-15-0, 1NC","6' 4""",265,77,44,http://www.ufc.com/event/ufc-fight-night-hamburg-2016/printFightCard
UFC Fight Night - Arlovski vs Barnett,2016-09-03 00:00:00,"Hamburg, Germany",0,Josh Barnett,35-8-0,"6' 3""",265,78,43,http://www.ufc.com/event/ufc-fight-night-hamburg-2016/printFightCard
