Event,Date,Division,Weightclass,Fight Number,Fighter,Result,Opponent,Method,Round,Time,Location,Venue,Attendance,Url
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Featherweight,145.0,7,Akira Corassani,win,Andy Ogle,"Decision (split) (2928, 2730, 2928)",3,5:00,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Featherweight,145.0,7,Andy Ogle,loss,Akira Corassani,"Decision (split) (2928, 2730, 2928)",3,5:00,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Middleweight,185.0,8,Brad Tavares,win,Tom Watson,"Decision (split) (3027, 2829, 2928)",3,5:00,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Middleweight,185.0,8,Tom Watson,loss,Brad Tavares,"Decision (split) (3027, 2829, 2928)",3,5:00,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Catchweight (183 lbs.),183.0,9,Gunnar Nelson,win,DaMarques Johnson,Submission (rear-naked choke),1,3:34,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Catchweight (183 lbs.),183.0,9,DaMarques Johnson,loss,Gunnar Nelson,Submission (rear-naked choke),1,3:34,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Featherweight,145.0,10,Robbie Peralta,win,Jason Young,KO (punches),1,0:23,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Featherweight,145.0,10,Jason Young,loss,Robbie Peralta,KO (punches),1,0:23,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC 152: Jones vs. Belfort,2012-09-22,Light Heavyweight,205.0,0,Jon Jones,win,Vitor Belfort,Submission (americana),4,0:54,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Light Heavyweight,205.0,0,Vitor Belfort,loss,Jon Jones,Submission (americana),4,0:54,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Flyweight,125.0,1,Demetrious Johnson,win,Joseph Benavidez,"Decision (split) (4847, 4748, 4946)",5,5:00,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Flyweight,125.0,1,Joseph Benavidez,loss,Demetrious Johnson,"Decision (split) (4847, 4748, 4946)",5,5:00,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Middleweight,185.0,2,Michael Bisping,win,Brian Stann,"Decision (unanimous) (2928, 2928, 2928)",3,5:00,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Middleweight,185.0,2,Brian Stann,loss,Michael Bisping,"Decision (unanimous) (2928, 2928, 2928)",3,5:00,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Light Heavyweight,205.0,3,Matt Hamill,win,Roger Hollett,"Decision (unanimous) (2928, 3027, 3027)",3,5:00,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Light Heavyweight,205.0,3,Roger Hollett,loss,Matt Hamill,"Decision (unanimous) (2928, 3027, 3027)",3,5:00,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Featherweight,145.0,4,Cub Swanson,win,Charles Oliveira,KO (punch),1,2:40,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Featherweight,145.0,4,Charles Oliveira,loss,Cub Swanson,KO (punch),1,2:40,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Light Heavyweight,205.0,5,Vinny Magalhes,win,Igor Pokrajac,Submission (armbar),2,1:14,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Light Heavyweight,205.0,5,Igor Pokrajac,loss,Vinny Magalhes,Submission (armbar),2,1:14,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Lightweight,155.0,6,TJ Grant,win,Evan Dunham,"Decision (unanimous) (2928, 3027, 2928)",3,5:00,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Lightweight,155.0,6,Evan Dunham,loss,TJ Grant,"Decision (unanimous) (2928, 3027, 2928)",3,5:00,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Welterweight,170.0,7,Sean Pierson,win,Lance Benoist,"Decision (unanimous) (2928, 2928, 2928)",3,5:00,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Welterweight,170.0,7,Lance Benoist,loss,Sean Pierson,"Decision (unanimous) (2928, 2928, 2928)",3,5:00,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Featherweight,145.0,8,Marcus Brimage,win,Jimy Hettes,"Decision (unanimous) (2928, 2928, 2928)",3,5:00,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Featherweight,145.0,8,Jimy Hettes,loss,Marcus Brimage,"Decision (unanimous) (2928, 2928, 2928)",3,5:00,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Welterweight,170.0,9,Seth Baczynski,win,Simeon Thoresen,KO (punch),1,4:10,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Welterweight,170.0,9,Simeon Thoresen,loss,Seth Baczynski,KO (punch),1,4:10,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Bantamweight,135.0,10,Mitch Gagnon,win,Walel Watson,Submission (rear-naked choke),1,1:09,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Bantamweight,135.0,10,Walel Watson,loss,Mitch Gagnon,Submission (rear-naked choke),1,1:09,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Welterweight,170.0,11,Kyle Noke,win,Charlie Brenneman,TKO (punches),1,0:45,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 152: Jones vs. Belfort,2012-09-22,Welterweight,170.0,11,Charlie Brenneman,loss,Kyle Noke,TKO (punches),1,0:45,"Toronto, Ontario, Canada",Air Canada Centre,16800.0,https://en.wikipedia.org/wiki/UFC_152
UFC 151: Jones vs. Henderson,2012-09-01,Light Heavyweight,205.0,0,Jon Jones,,Dan Henderson,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Light Heavyweight,205.0,0,Dan Henderson,,Jon Jones,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Welterweight,170.0,1,Jake Ellenberger,,Jay Hieron,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Welterweight,170.0,1,Jay Hieron,,Jake Ellenberger,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Featherweight,145.0,2,Dennis Siver,,Eddie Yagin,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Featherweight,145.0,2,Eddie Yagin,,Dennis Siver,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Lightweight,155.0,3,Dennis Hallman,,Thiago Tavares,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Lightweight,155.0,3,Thiago Tavares,,Dennis Hallman,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Flyweight,125.0,4,John Lineker,,Yasuhiro Urushitani,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Flyweight,125.0,4,Yasuhiro Urushitani,,John Lineker,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Lightweight,155.0,5,Michael Johnson,,Danny Castillo,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Lightweight,155.0,5,Danny Castillo,,Michael Johnson,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Bantamweight,135.0,6,Takeya Mizugaki,,Jeff Hougland,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Bantamweight,135.0,6,Jeff Hougland,,Takeya Mizugaki,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Lightweight,155.0,7,Tim Means,,Abel Trujillo,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Lightweight,155.0,7,Abel Trujillo,,Tim Means,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Lightweight,155.0,8,Daron Cruickshank,,Henry Martinez,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Lightweight,155.0,8,Henry Martinez,,Daron Cruickshank,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Lightweight,155.0,9,Shane Roller,,Jacob Volkmann,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Lightweight,155.0,9,Jacob Volkmann,,Shane Roller,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Welterweight,170.0,10,Kyle Noke,,Charlie Brenneman,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 151: Jones vs. Henderson,2012-09-01,Welterweight,170.0,10,Charlie Brenneman,,Kyle Noke,,,,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,,https://en.wikipedia.org/wiki/UFC_151
UFC 150: Henderson vs. Edgar II,2012-08-11,Lightweight,155.0,0,Benson Henderson,win,Frankie Edgar,"Decision (split) (4649, 4847, 4847)",5,5:00,"Denver, Colorado, U.S.",Pepsi Center,13027.0,https://en.wikipedia.org/wiki/UFC_150
UFC 150: Henderson vs. Edgar II,2012-08-11,Lightweight,155.0,0,Frankie Edgar,loss,Benson Henderson,"Decision (split) (4649, 4847, 4847)",5,5:00,"Denver, Colorado, U.S.",Pepsi Center,13027.0,https://en.wikipedia.org/wiki/UFC_150
UFC 150: Henderson vs. Edgar II,2012-08-11,Catchweight (157.5 lbs.),157.5,1,Donald Cerrone,win,Melvin Guillard,KO (head kick and punch),1,1:16,"Denver, Colorado, U.S.",Pepsi Center,13027.0,https://en.wikipedia.org/wiki/UFC_150
UFC 150: Henderson vs. Edgar II,2012-08-11,Catchweight (157.5 lbs.),157.5,1,Melvin Guillard,loss,Donald Cerrone,KO (head kick and punch),1,1:16,"Denver, Colorado, U.S.",Pepsi Center,13027.0,https://en.wikipedia.org/wiki/UFC_150
UFC 150: Henderson vs. Edgar II,2012-08-11,Middleweight,185.0,2,Jake Shields,nc,Ed Herman,No Contest,3,5:00,"Denver, Colorado, U.S.",Pepsi Center,13027.0,https://en.wikipedia.org/wiki/UFC_150
UFC 150: Henderson vs. Edgar II,2012-08-11,Middleweight,185.0,2,Ed Herman,nc,Jake Shields,No Contest,3,5:00,"Denver, Colorado, U.S.",Pepsi Center,13027.0,https://en.wikipedia.org/wiki/UFC_150
UFC 150: Henderson vs. Edgar II,2012-08-11,Middleweight,185.0,3,Yushin Okami,win,Buddy Roberts,TKO (punches),2,3:05,"Denver, Colorado, U.S.",Pepsi Center,13027.0,https://en.wikipedia.org/wiki/UFC_150
UFC 150: Henderson vs. Edgar II,2012-08-11,Middleweight,185.0,3,Buddy Roberts,loss,Yushin Okami,TKO (punches),2,3:05,"Denver, Colorado, U.S.",Pepsi Center,13027.0,https://en.wikipedia.org/wiki/UFC_150
UFC 150: Henderson vs. Edgar II,2012-08-11,Featherweight,145.0,4,Max Holloway,win,Justin Lawrence,TKO (punches),2,4:49,"Denver, Colorado, U.S.",Pepsi Center,13027.0,https://en.wikipedia.org/wiki/UFC_150
UFC 150: Henderson vs. Edgar II,2012-08-11,Featherweight,145.0,4,Justin Lawrence,loss,Max Holloway,TKO (punches),2,4:49,"Denver, Colorado, U.S.",Pepsi Center,13027.0,https://en.wikipedia.org/wiki/UFC_150
UFC 150: Henderson vs. Edgar II,2012-08-11,Featherweight,145.0,5,Dennis Bermudez,win,Tommy Hayden,Submission (standing guillotine choke),1,4:43,"Denver, Colorado, U.S.",Pepsi Center,13027.0,https://en.wikipedia.org/wiki/UFC_150
UFC 150: Henderson vs. Edgar II,2012-08-11,Featherweight,145.0,5,Tommy Hayden,loss,Dennis Bermudez,Submission (standing guillotine choke),1,4:43,"Denver, Colorado, U.S.",Pepsi Center,13027.0,https://en.wikipedia.org/wiki/UFC_150
UFC 150: Henderson vs. Edgar II,2012-08-11,Middleweight,185.0,6,Michael Kuiper,win,Jared Hamman,TKO (punches),2,2:16,"Denver, Colorado, U.S.",Pepsi Center,13027.0,https://en.wikipedia.org/wiki/UFC_150
UFC 150: Henderson vs. Edgar II,2012-08-11,Middleweight,185.0,6,Jared Hamman,loss,Michael Kuiper,TKO (punches),2,2:16,"Denver, Colorado, U.S.",Pepsi Center,13027.0,https://en.wikipedia.org/wiki/UFC_150
UFC 150: Henderson vs. Edgar II,2012-08-11,Bantamweight,135.0,7,rik Prez,win,Ken Stone,TKO (punches),1,0:17,"Denver, Colorado, U.S.",Pepsi Center,13027.0,https://en.wikipedia.org/wiki/UFC_150
UFC 150: Henderson vs. Edgar II,2012-08-11,Bantamweight,135.0,7,Ken Stone,loss,rik Prez,TKO (punches),1,0:17,"Denver, Colorado, U.S.",Pepsi Center,13027.0,https://en.wikipedia.org/wiki/UFC_150
UFC 150: Henderson vs. Edgar II,2012-08-11,Bantamweight,135.0,8,Chico Camus,win,Dustin Pague,"Decision (unanimous) (2928, 3027, 2928)",3,5:00,"Denver, Colorado, U.S.",Pepsi Center,13027.0,https://en.wikipedia.org/wiki/UFC_150
UFC 150: Henderson vs. Edgar II,2012-08-11,Bantamweight,135.0,8,Dustin Pague,loss,Chico Camus,"Decision (unanimous) (2928, 3027, 2928)",3,5:00,"Denver, Colorado, U.S.",Pepsi Center,13027.0,https://en.wikipedia.org/wiki/UFC_150
UFC 150: Henderson vs. Edgar II,2012-08-11,Featherweight,145.0,9,Nik Lentz,win,Eiji Mitsuoka,TKO (punches),1,3:45,"Denver, Colorado, U.S.",Pepsi Center,13027.0,https://en.wikipedia.org/wiki/UFC_150
UFC 150: Henderson vs. Edgar II,2012-08-11,Featherweight,145.0,9,Eiji Mitsuoka,loss,Nik Lentz,TKO (punches),1,3:45,"Denver, Colorado, U.S.",Pepsi Center,13027.0,https://en.wikipedia.org/wiki/UFC_150
UFC on Fox: Shogun vs. Vera,2012-08-04,Light Heavyweight,205.0,0,Maurcio Rua,win,Brandon Vera,TKO (punches),4,4:09,"Los Angeles, California, U.S.",Staples Center,16080.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera
UFC on Fox: Shogun vs. Vera,2012-08-04,Light Heavyweight,205.0,0,Brandon Vera,loss,Maurcio Rua,TKO (punches),4,4:09,"Los Angeles, California, U.S.",Staples Center,16080.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera
UFC on Fox: Shogun vs. Vera,2012-08-04,Light Heavyweight,205.0,1,Lyoto Machida,win,Ryan Bader,KO (punch),2,1:32,"Los Angeles, California, U.S.",Staples Center,16080.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera
UFC on Fox: Shogun vs. Vera,2012-08-04,Light Heavyweight,205.0,1,Ryan Bader,loss,Lyoto Machida,KO (punch),2,1:32,"Los Angeles, California, U.S.",Staples Center,16080.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera
UFC on Fox: Shogun vs. Vera,2012-08-04,Lightweight,155.0,2,Joe Lauzon,win,Jamie Varner,Submission (triangle choke),3,2:44,"Los Angeles, California, U.S.",Staples Center,16080.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera
UFC on Fox: Shogun vs. Vera,2012-08-04,Lightweight,155.0,2,Jamie Varner,loss,Joe Lauzon,Submission (triangle choke),3,2:44,"Los Angeles, California, U.S.",Staples Center,16080.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera
UFC on Fox: Shogun vs. Vera,2012-08-04,Welterweight,170.0,3,Mike Swick,win,DaMarques Johnson,KO (punches),2,1:20,"Los Angeles, California, U.S.",Staples Center,16080.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera
UFC on Fox: Shogun vs. Vera,2012-08-04,Welterweight,170.0,3,DaMarques Johnson,loss,Mike Swick,KO (punches),2,1:20,"Los Angeles, California, U.S.",Staples Center,16080.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera
UFC on Fox: Shogun vs. Vera,2012-08-04,Featherweight,145.0,4,Nam Phan,win,Cole Miller,"Decision (split) (2928, 2829, 2928)",3,5:00,"Los Angeles, California, U.S.",Staples Center,16080.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera
UFC on Fox: Shogun vs. Vera,2012-08-04,Featherweight,145.0,4,Cole Miller,loss,Nam Phan,"Decision (split) (2928, 2829, 2928)",3,5:00,"Los Angeles, California, U.S.",Staples Center,16080.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera
UFC on Fox: Shogun vs. Vera,2012-08-04,Light Heavyweight,205.0,5,Wagner Prado,nc,Phil Davis,No Contest,1,1:28,"Los Angeles, California, U.S.",Staples Center,16080.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera
UFC on Fox: Shogun vs. Vera,2012-08-04,Light Heavyweight,205.0,5,Phil Davis,nc,Wagner Prado,No Contest,1,1:28,"Los Angeles, California, U.S.",Staples Center,16080.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera
UFC on Fox: Shogun vs. Vera,2012-08-04,Featherweight,145.0,6,Rani Yahya,win,Josh Grispi,Submission (north-south choke),1,3:15,"Los Angeles, California, U.S.",Staples Center,16080.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera
UFC on Fox: Shogun vs. Vera,2012-08-04,Featherweight,145.0,6,Josh Grispi,loss,Rani Yahya,Submission (north-south choke),1,3:15,"Los Angeles, California, U.S.",Staples Center,16080.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera
UFC on Fox: Shogun vs. Vera,2012-08-04,Heavyweight,265.0,7,Philip De Fries,win,Oli Thompson,Submission (face crank),2,4:16,"Los Angeles, California, U.S.",Staples Center,16080.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera
UFC on Fox: Shogun vs. Vera,2012-08-04,Heavyweight,265.0,7,Oli Thompson,loss,Phil De Fries,Submission (face crank),2,4:16,"Los Angeles, California, U.S.",Staples Center,16080.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera
UFC on Fox: Shogun vs. Vera,2012-08-04,Featherweight,145.0,8,Manny Gamburyan,win,Michihiro Omigawa,"Decision (unanimous) (2928, 2928, 3027)",3,5:00,"Los Angeles, California, U.S.",Staples Center,16080.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera
UFC on Fox: Shogun vs. Vera,2012-08-04,Featherweight,145.0,8,Michihiro Omigawa,loss,Manvel Gamburyan,"Decision (unanimous) (2928, 2928, 3027)",3,5:00,"Los Angeles, California, U.S.",Staples Center,16080.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera
UFC on Fox: Shogun vs. Vera,2012-08-04,Flyweight,125.0,9,John Moraga,win,Ulysses Gomez,KO (elbows and punches),1,3:46,"Los Angeles, California, U.S.",Staples Center,16080.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera
UFC on Fox: Shogun vs. Vera,2012-08-04,Flyweight,125.0,9,Ulysses Gomez,loss,John Moraga,KO (elbows and punches),1,3:46,"Los Angeles, California, U.S.",Staples Center,16080.0,https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera
UFC 149: Faber vs. Baro,2012-07-21,Bantamweight,135.0,0,Renan Baro,win,Urijah Faber,"Decision (unanimous) (4946, 5045, 4946)",5,5:00,"Calgary, Alberta, Canada",Scotiabank Saddledome,16089.0,https://en.wikipedia.org/wiki/2012_in_UFC#UFC_149:_Faber_vs._Baro
UFC 149: Faber vs. Baro,2012-07-21,Bantamweight,135.0,0,Urijah Faber,loss,Renan Baro,"Decision (unanimous) (4946, 5045, 4946)",5,5:00,"Calgary, Alberta, Canada",Scotiabank Saddledome,16089.0,https://en.wikipedia.org/wiki/2012_in_UFC#UFC_149:_Faber_vs._Baro
UFC 149: Faber vs. Baro,2012-07-21,Middleweight,185.0,1,Tim Boetsch,win,Hector Lombard,"Decision (split) (2928, 2829, 2928)",3,5:00,"Calgary, Alberta, Canada",Scotiabank Saddledome,16089.0,https://en.wikipedia.org/wiki/2012_in_UFC#UFC_149:_Faber_vs._Baro
UFC 149: Faber vs. Baro,2012-07-21,Middleweight,185.0,1,Hector Lombard,loss,Tim Boetsch,"Decision (split) (2928, 2829, 2928)",3,5:00,"Calgary, Alberta, Canada",Scotiabank Saddledome,16089.0,https://en.wikipedia.org/wiki/2012_in_UFC#UFC_149:_Faber_vs._Baro
UFC 149: Faber vs. Baro,2012-07-21,Heavyweight,265.0,2,Cheick Kongo,win,Shawn Jordan,"Decision (unanimous) (3028, 3027, 3027)",3,5:00,"Calgary, Alberta, Canada",Scotiabank Saddledome,16089.0,https://en.wikipedia.org/wiki/2012_in_UFC#UFC_149:_Faber_vs._Baro
UFC 149: Faber vs. Baro,2012-07-21,Heavyweight,265.0,2,Shawn Jordan,loss,Cheick Kongo,"Decision (unanimous) (3028, 3027, 3027)",3,5:00,"Calgary, Alberta, Canada",Scotiabank Saddledome,16089.0,https://en.wikipedia.org/wiki/2012_in_UFC#UFC_149:_Faber_vs._Baro
UFC 149: Faber vs. Baro,2012-07-21,Welterweight,170.0,3,James Head,win,Brian Ebersole,"Decision (split) (2928, 2829, 2928)",3,5:00,"Calgary, Alberta, Canada",Scotiabank Saddledome,16089.0,https://en.wikipedia.org/wiki/2012_in_UFC#UFC_149:_Faber_vs._Baro
UFC 149: Faber vs. Baro,2012-07-21,Welterweight,170.0,3,Brian Ebersole,loss,James Head,"Decision (split) (2928, 2829, 2928)",3,5:00,"Calgary, Alberta, Canada",Scotiabank Saddledome,16089.0,https://en.wikipedia.org/wiki/2012_in_UFC#UFC_149:_Faber_vs._Baro
