Event,Date,Division,Weightclass,Fight Number,Fighter,Result,Opponent,Method,Round,Time,Location,Venue,Attendance,Url
UFC 154: St-Pierre vs. Condit,2012-11-17,Welterweight,170.0,0,Carlos Condit,loss,Georges St-Pierre,"Decision (unanimous) (4946, 5045, 5045)",5,5:00,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Welterweight,170.0,1,Johny Hendricks,win,Martin Kampmann,KO (punch),1,0:46,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Welterweight,170.0,1,Martin Kampmann,loss,Johny Hendricks,KO (punch),1,0:46,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Middleweight,185.0,2,Francis Carmont,win,Tom Lawlor,"Decision (split) (2829, 2928, 2928)",3,5:00,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Middleweight,185.0,2,Tom Lawlor,loss,Francis Carmont,"Decision (split) (2829, 2928, 2928)",3,5:00,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Lightweight,155.0,3,Rafael Dos Anjos,win,Mark Bocek,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Lightweight,155.0,3,Mark Bocek,loss,Rafael dos Anjos,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Featherweight,145.0,4,Pablo Garza,win,Mark Hominick,"Decision (unanimous) (2927, 3026, 2928)",3,5:00,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Featherweight,145.0,4,Mark Hominick,loss,Pablo Garza,"Decision (unanimous) (2927, 3026, 2928)",3,5:00,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Middleweight,185.0,5,Patrick Ct,win,Alessio Sakara,Disqualification (punches to back of head),1,1:26,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Middleweight,185.0,5,Alessio Sakara,loss,Patrick Ct,Disqualification (punches to back of head),1,1:26,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Light Heavyweight,205.0,6,Cyrille Diabate,win,Chad Griggs,Submission (rear-naked choke),1,2:24,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Light Heavyweight,205.0,6,Chad Griggs,loss,Cyrille Diabat,Submission (rear-naked choke),1,2:24,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Lightweight,155.0,7,John Makdessi,win,Sam Stout,"Decision (unanimous) (3027, 2928, 3027)",3,5:00,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Lightweight,155.0,7,Sam Stout,loss,John Makdessi,"Decision (unanimous) (3027, 2928, 3027)",3,5:00,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Featherweight,145.0,8,Antonio Carvalho,win,Rodrigo Damm,"Decision (split) (2829, 2928, 2928)",3,5:00,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Featherweight,145.0,8,Rodrigo Damm,loss,Antonio Carvalho,"Decision (split) (2829, 2928, 2928)",3,5:00,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Welterweight,170.0,9,Matthew Riddle,win,John Maguire,"Decision (unanimous) (3027, 3027, 2928)",3,5:00,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Welterweight,170.0,9,John Maguire,loss,Matthew Riddle,"Decision (unanimous) (3027, 3027, 2928)",3,5:00,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Bantamweight,135.0,10,Ivan Menjivar,win,Azamat Gashimov,Submission (armbar),1,2:44,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Bantamweight,135.0,10,Azamat Gashimov,loss,Ivan Menjivar,Submission (armbar),1,2:44,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Featherweight,145.0,11,Darren Elkins,win,Steven Siler,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC 154: St-Pierre vs. Condit,2012-11-17,Featherweight,145.0,11,Steven Siler,loss,Darren Elkins,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Montreal, Quebec, Canada",Bell Centre,17249.0,https://en.wikipedia.org/wiki/UFC_154
UFC on Fuel TV: Franklin vs. Le,2012-11-10,Middleweight,185.0,0,Cung Le,win,Rich Franklin,KO (punch),1,2:17,"Macau, SAR, China",CotaiArena,8415.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le
UFC on Fuel TV: Franklin vs. Le,2012-11-10,Middleweight,185.0,0,Rich Franklin,loss,Cung Le,KO (punch),1,2:17,"Macau, SAR, China",CotaiArena,8415.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le
UFC on Fuel TV: Franklin vs. Le,2012-11-10,Light Heavyweight,205.0,1,Thiago Silva,nc,Stanislav Nedkov,No Contest,3,1:45,"Macau, SAR, China",CotaiArena,8415.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le
UFC on Fuel TV: Franklin vs. Le,2012-11-10,Light Heavyweight,205.0,1,Stanislav Nedkov,nc,Thiago Silva,No Contest,3,1:45,"Macau, SAR, China",CotaiArena,8415.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le
UFC on Fuel TV: Franklin vs. Le,2012-11-10,Welterweight,170.0,2,Dong Hyun Kim,win,Paulo Thiago,"Decision (unanimous) (3026, 3027, 3027)",3,5:00,"Macau, SAR, China",CotaiArena,8415.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le
UFC on Fuel TV: Franklin vs. Le,2012-11-10,Welterweight,170.0,2,Paulo Thiago,loss,Dong Hyun Kim,"Decision (unanimous) (3026, 3027, 3027)",3,5:00,"Macau, SAR, China",CotaiArena,8415.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le
UFC on Fuel TV: Franklin vs. Le,2012-11-10,Lightweight,155.0,3,Takanori Gomi,win,Mac Danzig,"Decision (split) (2829, 2928, 2928)",3,5:00,"Macau, SAR, China",CotaiArena,8415.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le
UFC on Fuel TV: Franklin vs. Le,2012-11-10,Lightweight,155.0,3,Mac Danzig,loss,Takanori Gomi,"Decision (split) (2829, 2928, 2928)",3,5:00,"Macau, SAR, China",CotaiArena,8415.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le
UFC on Fuel TV: Franklin vs. Le,2012-11-10,Lightweight,155.0,4,Jon Tuck,win,Tiequan Zhang,"Decision (unanimous) (2928, 3027, 2928)",3,5:00,"Macau, SAR, China",CotaiArena,8415.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le
UFC on Fuel TV: Franklin vs. Le,2012-11-10,Lightweight,155.0,4,Tiequan Zhang,loss,Jon Tuck,"Decision (unanimous) (2928, 3027, 2928)",3,5:00,"Macau, SAR, China",CotaiArena,8415.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le
UFC on Fuel TV: Franklin vs. Le,2012-11-10,Bantamweight,135.0,5,Takeya Mizugaki,win,Jeff Hougland,"Decision (unanimous) (3025, 3027, 3027)",3,5:00,"Macau, SAR, China",CotaiArena,8415.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le
UFC on Fuel TV: Franklin vs. Le,2012-11-10,Bantamweight,135.0,5,Jeff Hougland,loss,Takeya Mizugaki,"Decision (unanimous) (3025, 3027, 3027)",3,5:00,"Macau, SAR, China",CotaiArena,8415.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le
UFC on Fuel TV: Franklin vs. Le,2012-11-10,Bantamweight,135.0,6,Alex Caceres,win,Motonobu Tezuka,"Decision (split) (2829, 3027, 3027)",3,5:00,"Macau, SAR, China",CotaiArena,8415.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le
UFC on Fuel TV: Franklin vs. Le,2012-11-10,Bantamweight,135.0,6,Motonobu Tezuka,loss,Alex Caceres,"Decision (split) (2829, 3027, 3027)",3,5:00,"Macau, SAR, China",CotaiArena,8415.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le
UFC on Fuel TV: Franklin vs. Le,2012-11-10,Flyweight,125.0,7,John Lineker,win,Yasuhiro Urushitani,"Decision (unanimous) (2928, 3027, 2928)",3,5:00,"Macau, SAR, China",CotaiArena,8415.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le
UFC on Fuel TV: Franklin vs. Le,2012-11-10,Flyweight,125.0,7,Yasuhiro Urushitani,loss,John Lineker,"Decision (unanimous) (2928, 3027, 2928)",3,5:00,"Macau, SAR, China",CotaiArena,8415.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le
UFC on Fuel TV: Franklin vs. Le,2012-11-10,Middleweight,185.0,8,Riki Fukuda,win,Tom DeBlass,"Decision (unanimous) (3027, 2928, 2928)",3,5:00,"Macau, SAR, China",CotaiArena,8415.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le
UFC on Fuel TV: Franklin vs. Le,2012-11-10,Middleweight,185.0,8,Tom DeBlass,loss,Riki Fukuda,"Decision (unanimous) (3027, 2928, 2928)",3,5:00,"Macau, SAR, China",CotaiArena,8415.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le
UFC 153: Silva vs. Bonnar,2012-10-13,Light Heavyweight,205.0,0,Anderson Silva,win,Stephan Bonnar,TKO (knee to the body and punches),1,4:40,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Light Heavyweight,205.0,0,Stephan Bonnar,loss,Anderson Silva,TKO (knee to the body and punches),1,4:40,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Heavyweight,265.0,1,Antnio Rodrigo Nogueira,win,Dave Herman,Submission (armbar),2,4:31,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Heavyweight,265.0,1,Dave Herman,loss,Antnio Rodrigo Nogueira,Submission (armbar),2,4:31,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Light Heavyweight,205.0,2,Glover Teixeira,win,Fabio Maldonado,TKO (doctor stoppage),2,5:00,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Light Heavyweight,205.0,2,Fabio Maldonado,loss,Glover Teixeira,TKO (doctor stoppage),2,5:00,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Welterweight,170.0,3,Jon Fitch,win,Erick Silva,"Decision (unanimous) (3027, 2928, 2928)",3,5:00,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Welterweight,170.0,3,Erick Silva,loss,Jon Fitch,"Decision (unanimous) (3027, 2928, 2928)",3,5:00,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Light Heavyweight,205.0,4,Phil Davis,win,Wagner Prado,Submission (anaconda choke),2,4:29,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Light Heavyweight,205.0,4,Wagner Prado,loss,Phil Davis,Submission (anaconda choke),2,4:29,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Welterweight,170.0,5,Demian Maia,win,Rick Story,Submission (rear-naked choke),1,2:30,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Welterweight,170.0,5,Rick Story,loss,Demian Maia,Submission (rear-naked choke),1,2:30,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Featherweight,145.0,6,Rony Jason,win,Sam Sicilia,TKO (punches),2,4:16,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Featherweight,145.0,6,Sam Sicilia,loss,Rony Mariano Bezerra,TKO (punches),2,4:16,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Lightweight,155.0,7,Gleison Tibau,win,Francisco Trinaldo,"Decision (unanimous) (2928, 2928, 2928)",3,5:00,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Lightweight,155.0,7,Francisco Trinaldo,loss,Gleison Tibau,"Decision (unanimous) (2928, 2928, 2928)",3,5:00,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Featherweight,145.0,8,Diego Brandao,win,Joey Gambino,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Featherweight,145.0,8,Joey Gambino,loss,Diego Brandao,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Welterweight,170.0,9,Sergio Moraes,win,Renee Forte,Submission (rear-naked choke),3,3:10,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Welterweight,170.0,9,Renee Forte,loss,Sergio Moraes,Submission (rear-naked choke),3,3:10,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Middleweight,185.0,10,Chris Camozzi,win,Luiz Can,"Decision (unanimous) (2928, 2928, 2928)",3,5:00,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Middleweight,185.0,10,Luiz Can,loss,Chris Camozzi,"Decision (unanimous) (2928, 2928, 2928)",3,5:00,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Lightweight,155.0,11,Cristiano Marcello,win,Reza Madadi,"Decision (split) (2829, 2928, 3027)",3,5:00,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC 153: Silva vs. Bonnar,2012-10-13,Lightweight,155.0,11,Reza Madadi,loss,Cristiano Marcello,"Decision (split) (2829, 2928, 3027)",3,5:00,"Rio de Janeiro, Brazil",HSBC Arena,16844.0,https://en.wikipedia.org/wiki/UFC_153
UFC on FX: Browne vs. Bigfoot,2012-10-05,Heavyweight,265.0,0,Antnio Silva,win,Travis Browne,TKO (punches),1,3:27,"Minneapolis, Minnesota, U.S.",Target Center,7049.0,https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot
UFC on FX: Browne vs. Bigfoot,2012-10-05,Heavyweight,265.0,0,Travis Browne,loss,Antnio Silva,TKO (punches),1,3:27,"Minneapolis, Minnesota, U.S.",Target Center,7049.0,https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot
UFC on FX: Browne vs. Bigfoot,2012-10-05,Welterweight,170.0,1,Jake Ellenberger,win,Jay Hieron,"Decision (unanimous) (2928, 2928, 2928)",3,5:00,"Minneapolis, Minnesota, U.S.",Target Center,7049.0,https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot
UFC on FX: Browne vs. Bigfoot,2012-10-05,Welterweight,170.0,1,Jay Hieron,loss,Jake Ellenberger,"Decision (unanimous) (2928, 2928, 2928)",3,5:00,"Minneapolis, Minnesota, U.S.",Target Center,7049.0,https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot
UFC on FX: Browne vs. Bigfoot,2012-10-05,Flyweight,125.0,2,John Dodson,win,Jussier Formiga,TKO (punches),2,4:35,"Minneapolis, Minnesota, U.S.",Target Center,7049.0,https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot
UFC on FX: Browne vs. Bigfoot,2012-10-05,Flyweight,125.0,2,Jussier Formiga,loss,John Dodson,TKO (punches),2,4:35,"Minneapolis, Minnesota, U.S.",Target Center,7049.0,https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot
UFC on FX: Browne vs. Bigfoot,2012-10-05,Welterweight,170.0,3,Justin Edwards,win,Josh Neer,Technical Submission (guillotine choke),1,0:45,"Minneapolis, Minnesota, U.S.",Target Center,7049.0,https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot
UFC on FX: Browne vs. Bigfoot,2012-10-05,Welterweight,170.0,3,Josh Neer,loss,Justin Edwards,Technical Submission (guillotine choke),1,0:45,"Minneapolis, Minnesota, U.S.",Target Center,7049.0,https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot
UFC on FX: Browne vs. Bigfoot,2012-10-05,Lightweight,155.0,4,Michael Johnson,win,Danny Castillo,KO (punches),2,1:06,"Minneapolis, Minnesota, U.S.",Target Center,7049.0,https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot
UFC on FX: Browne vs. Bigfoot,2012-10-05,Lightweight,155.0,4,Danny Castillo,loss,Michael Johnson,KO (punches),2,1:06,"Minneapolis, Minnesota, U.S.",Target Center,7049.0,https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot
UFC on FX: Browne vs. Bigfoot,2012-10-05,Welterweight,170.0,5,Mike Pierce,win,Aaron Simpson,KO (punches),2,0:29,"Minneapolis, Minnesota, U.S.",Target Center,7049.0,https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot
UFC on FX: Browne vs. Bigfoot,2012-10-05,Welterweight,170.0,5,Aaron Simpson,loss,Mike Pierce,KO (punches),2,0:29,"Minneapolis, Minnesota, U.S.",Target Center,7049.0,https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot
UFC on FX: Browne vs. Bigfoot,2012-10-05,Lightweight,155.0,6,Marcus LeVesseur,win,Carlo Prater,"Decision (split) (2829, 2928, 2928)",3,5:00,"Minneapolis, Minnesota, U.S.",Target Center,7049.0,https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot
UFC on FX: Browne vs. Bigfoot,2012-10-05,Lightweight,155.0,6,Carlo Prater,loss,Marcus LeVesseur,"Decision (split) (2829, 2928, 2928)",3,5:00,"Minneapolis, Minnesota, U.S.",Target Center,7049.0,https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot
UFC on FX: Browne vs. Bigfoot,2012-10-05,Lightweight,155.0,7,Jacob Volkmann,win,Shane Roller,Submission (rear-naked choke),1,2:38,"Minneapolis, Minnesota, U.S.",Target Center,7049.0,https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot
UFC on FX: Browne vs. Bigfoot,2012-10-05,Lightweight,155.0,7,Shane Roller,loss,Jacob Volkmann,Submission (rear-naked choke),1,2:38,"Minneapolis, Minnesota, U.S.",Target Center,7049.0,https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot
UFC on FX: Browne vs. Bigfoot,2012-10-05,Featherweight,145.0,8,Diego Nunes,win,Bart Palaszewski,"Decision (unanimous) (3027, 2928, 3027)",3,5:00,"Minneapolis, Minnesota, U.S.",Target Center,7049.0,https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot
UFC on FX: Browne vs. Bigfoot,2012-10-05,Featherweight,145.0,8,Bart Palaszewski,loss,Diego Nunes,"Decision (unanimous) (3027, 2928, 3027)",3,5:00,"Minneapolis, Minnesota, U.S.",Target Center,7049.0,https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot
UFC on FX: Browne vs. Bigfoot,2012-10-05,Flyweight,125.0,9,Darren Uyenoyama,win,Phil Harris,Submission (rear-naked choke),2,3:38,"Minneapolis, Minnesota, U.S.",Target Center,7049.0,https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot
UFC on FX: Browne vs. Bigfoot,2012-10-05,Flyweight,125.0,9,Phil Harris,loss,Darren Uyenoyama,Submission (rear-naked choke),2,3:38,"Minneapolis, Minnesota, U.S.",Target Center,7049.0,https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Heavyweight,265.0,0,Stefan Struve,win,Stipe Miocic,TKO (punches),2,3:50,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Heavyweight,265.0,0,Stipe Miocic,loss,Stefan Struve,TKO (punches),2,3:50,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Welterweight,170.0,1,Dan Hardy,win,Amir Sadollah,"Decision (unanimous) (2928, 2928, 3027)",3,5:00,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Welterweight,170.0,1,Amir Sadollah,loss,Dan Hardy,"Decision (unanimous) (2928, 2928, 3027)",3,5:00,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Bantamweight,135.0,2,Brad Pickett,win,Yves Jabouin,KO (punch),1,3:40,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Bantamweight,135.0,2,Yves Jabouin,loss,Brad Pickett,KO (punch),1,3:40,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Lightweight,155.0,3,Matt Wiman,win,Paul Sass,Submission (armbar),1,3:48,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Lightweight,155.0,3,Paul Sass,loss,Matt Wiman,Submission (armbar),1,3:48,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Welterweight,170.0,4,John Hathaway,win,John Maguire,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Welterweight,170.0,4,John Maguire,loss,John Hathaway,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Welterweight,170.0,5,Che Mills,win,Duane Ludwig,TKO (knee injury),1,2:28,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Welterweight,170.0,5,"Duane ""Bang"" Ludwig",loss,Che Mills,TKO (knee injury),1,2:28,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Light Heavyweight,205.0,6,Jimi Manuwa,win,Kyle Kingsbury,TKO (doctor stoppage),2,5:00,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Light Heavyweight,205.0,6,Kyle Kingsbury,loss,Jimi Manuwa,TKO (doctor stoppage),2,5:00,"Nottingham, England, U.K.",Capital FM Arena,7241.0,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic
