Event,Date,Fight Number,Division,Weightclass,Fighter,Opponent,Result,Method,Round,Time,Sig Strikes,Takedowns,Sub Attempts,Guard Passes,Url
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,1,Bantamweight,135,Urijah Faber,Michael McDonald,win,SUB  Guillotine Choke,2,3:22,29,1,1,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,1,Bantamweight,135,Michael McDonald,Urijah Faber,loss,SUB  Guillotine Choke,2,3:22,9,0,0,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,2,Featherweight,145,Chad Mendes,Nik Lentz,win,U-DEC,3,5:00,35,7,1,1,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,2,Featherweight,145,Nik Lentz,Chad Mendes,loss,U-DEC,3,5:00,40,0,0,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,3,Lightweight,155,Joe Lauzon,Mac Danzig,win,U-DEC,3,5:00,43,3,2,9,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,3,Lightweight,155,Mac Danzig,Joe Lauzon,loss,U-DEC,3,5:00,52,0,0,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,4,Welterweight,170,Ryan LaFlare,Court McGee,win,U-DEC,3,5:00,68,4,1,1,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,4,Welterweight,170,Court McGee,Ryan LaFlare,loss,U-DEC,3,5:00,54,4,2,1,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,5,Lightweight,155,Edson Barboza,Danny Castillo,win,M-DEC,3,5:00,43,0,1,1,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,5,Lightweight,155,Danny Castillo,Edson Barboza,loss,M-DEC,3,5:00,55,1,1,3,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,6,Lightweight,155,Bobby Green,Pat Healy,win,U-DEC,3,5:00,80,3,0,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,6,Lightweight,155,Pat Healy,Bobby Green,loss,U-DEC,3,5:00,59,2,0,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,7,Flyweight,125,Zach Makovsky,Scott Jorgensen,win,U-DEC,3,5:00,26,6,1,3,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,7,Flyweight,125,Scott Jorgensen,Zach Makovsky,loss,U-DEC,3,5:00,31,1,1,2,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,8,Lightweight,155,Cody McKenzie,Sam Stout,loss,U-DEC,3,5:00,31,1,0,1,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,8,Lightweight,155,Sam Stout,Cody McKenzie,win,U-DEC,3,5:00,54,1,1,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,9,Lightweight,155,Roger Bowling,Abel Trujillo,loss,KO/TKO  Punches,2,1:35,9,0,0,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,9,Lightweight,155,Abel Trujillo,Roger Bowling,win,KO/TKO  Punches,2,1:35,43,5,0,2,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,10,Flyweight,125,Alptekin Ozkilic,Darren Uyenoyama,win,S-DEC,3,5:00,27,3,0,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,10,Flyweight,125,Darren Uyenoyama,Alptekin Ozkilic,loss,S-DEC,3,5:00,33,2,0,0,http://www.fightmetric.com/event-details/480b702debcb5433
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,0,Heavyweight,265,Mark Hunt,Antonio Silva,draw  draw,M-DEC,5,5:00,103,2,0,1,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,0,Heavyweight,265,"Antonio ""Bigfoot"" Silva",Mark Hunt,draw  draw,M-DEC,5,5:00,97,0,0,3,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,1,Light Heavyweight,205,"Mauricio ""Shogun"" Rua",James Te Huna,win,KO/TKO  Punch,1,1:03,9,0,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,1,Light Heavyweight,205,James Te Huna,Mauricio Rua,loss,KO/TKO  Punch,1,1:03,1,0,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,2,Light Heavyweight,205,Ryan Bader,Anthony Perosh,win,U-DEC,3,5:00,70,3,0,10,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,2,Light Heavyweight,205,Anthony Perosh,Ryan Bader,loss,U-DEC,3,5:00,9,0,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,3,Heavyweight,265,Soa Palelei,Pat Barry,win,KO/TKO  Punches,1,2:09,12,1,0,2,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,3,Heavyweight,265,Pat Barry,Soa Palelei,loss,KO/TKO  Punches,1,2:09,1,0,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,4,Middleweight,185,Clint Hester,Dylan Andrews,win,KO/TKO,2,5:00,27,1,0,3,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,4,Middleweight,185,Dylan Andrews,Clint Hester,loss,KO/TKO,2,5:00,13,2,0,2,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,5,Women's Bantamweight,135,Bethe Correia,Julie Kedzie,win,S-DEC,3,5:00,65,1,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,5,Women's Bantamweight,135,Julie Kedzie,Bethe Correia,loss,S-DEC,3,5:00,54,0,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,6,Bantamweight,135,Takeya Mizugaki,Nam Phan,win,U-DEC,3,5:00,152,3,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,6,Bantamweight,135,Nam Phan,Takeya Mizugaki,loss,U-DEC,3,5:00,100,0,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,7,Middleweight,185,Caio Magalhaes,Nick Ring,win,U-DEC,3,5:00,32,0,0,1,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,7,Middleweight,185,Nick Ring,Caio Magalhaes,loss,U-DEC,3,5:00,30,3,1,3,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,8,Flyweight,125,Richie Vaculik,Justin Scoggins,loss,KO/TKO  Punches,1,4:43,2,0,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,8,Flyweight,125,Justin Scoggins,Richie Vaculik,win,KO/TKO  Punches,1,4:43,27,2,0,5,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,9,Middleweight,185,Bruno Santos,Krzysztof Jotko,loss,U-DEC,3,5:00,12,1,1,4,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,9,Middleweight,185,Krzysztof Jotko,Bruno Santos,win,U-DEC,3,5:00,17,1,0,1,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,10,Welterweight,170,Alex Garcia,Ben Wall,win,KO/TKO  Punch,1,0:43,9,0,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,10,Welterweight,170,Ben Wall,Alex Garcia,loss,KO/TKO  Punch,1,0:43,1,0,0,0,http://www.fightmetric.com/event-details/ee457ef1e1c326c1
The Ultimate Fighter 18 Finale,2013-11-30,0,Lightweight,155,Nate Diaz,Gray Maynard,win,KO/TKO  Punches,1,2:38,33,0,0,0,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,2013-11-30,0,Lightweight,155,Gray Maynard,Nate Diaz,loss,KO/TKO  Punches,1,2:38,5,1,0,0,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,2013-11-30,1,Women's Bantamweight,135,Julianna Pena,Jessica Rakoczy,win,KO/TKO  Punches,1,4:59,33,2,0,4,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,2013-11-30,1,Women's Bantamweight,135,Jessica Rakoczy,Julianna Pena,loss,KO/TKO  Punches,1,4:59,4,0,0,0,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,2013-11-30,2,Bantamweight,135,Chris Holdsworth,Davey Grant,win,SUB  Rear Naked Choke,2,2:10,15,1,1,2,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,2013-11-30,2,Bantamweight,135,Davey Grant,Chris Holdsworth,loss,SUB  Rear Naked Choke,2,2:10,18,0,0,0,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,2013-11-30,3,Women's Bantamweight,135,Jessamyn Duke,Peggy Morgan,win,U-DEC,3,5:00,123,1,3,0,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,2013-11-30,3,Women's Bantamweight,135,Peggy Morgan,Jessamyn Duke,loss,U-DEC,3,5:00,34,0,0,1,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,2013-11-30,4,Women's Bantamweight,135,Raquel Pennington,Roxanne Modafferi,win,U-DEC,3,5:00,80,1,1,2,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,2013-11-30,4,Women's Bantamweight,135,Roxanne Modafferi,Raquel Pennington,loss,U-DEC,3,5:00,42,0,0,0,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,2013-11-30,5,Featherweight,145,Akira Corassani,Maximo Blanco,win,DQ,1,0:25,1,0,0,0,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,2013-11-30,5,Featherweight,145,Maximo Blanco,Akira Corassani,loss,DQ,1,0:25,5,1,0,0,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,2013-11-30,6,Featherweight,145,Tom Niinimaki,Rani Yahya,win,S-DEC,3,5:00,17,4,0,5,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,2013-11-30,6,Featherweight,145,Rani Yahya,Tom Niinimaki,loss,S-DEC,3,5:00,15,2,4,2,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,2013-11-30,7,Heavyweight,265,Walt Harris,Jared Rosholt,loss,U-DEC,3,5:00,18,0,0,0,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,2013-11-30,7,Heavyweight,265,Jared Rosholt,Walt Harris,win,U-DEC,3,5:00,33,1,0,0,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,2013-11-30,8,Welterweight,170,Drew Dober,Sean Spencer,loss,U-DEC,3,5:00,61,0,0,0,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,2013-11-30,8,Welterweight,170,Sean Spencer,Drew Dober,win,U-DEC,3,5:00,105,0,0,0,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,2013-11-30,9,Flyweight,125,Josh Sampo,Ryan Benoit,win,SUB  Rear Naked Choke,2,4:31,28,2,5,7,http://www.fightmetric.com/event-details/9a967e8e43dcef63
The Ultimate Fighter 18 Finale,2013-11-30,9,Flyweight,125,Ryan Benoit,Joshua Sampo,loss,SUB  Rear Naked Choke,2,4:31,18,0,1,2,http://www.fightmetric.com/event-details/9a967e8e43dcef63
UFC 167: St-Pierre vs Hendricks,2013-11-16,0,Welterweight,170,Georges St. Pierre,Johny Hendricks,win,S-DEC,5,5:00,101,3,1,0,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,0,Welterweight,170,Johny Hendricks,Georges St-Pierre,loss,S-DEC,5,5:00,85,2,0,0,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,1,Light Heavyweight,205,Rashad Evans,Chael Sonnen,win,KO/TKO  Punches,1,4:05,20,1,0,3,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,1,Light Heavyweight,205,Chael Sonnen,Rashad Evans,loss,KO/TKO  Punches,1,4:05,3,0,0,0,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,2,Welterweight,170,Robbie Lawler,Rory MacDonald,win,S-DEC,3,5:00,44,0,0,2,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,2,Welterweight,170,Rory MacDonald,Robbie Lawler,loss,S-DEC,3,5:00,37,4,1,2,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,3,Welterweight,170,Tyron Woodley,Josh Koscheck,win,KO/TKO  Punch,1,4:38,22,0,0,0,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,3,Welterweight,170,Josh Koscheck,Tyron Woodley,loss,KO/TKO  Punch,1,4:38,5,0,0,0,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,4,Flyweight,125,Ali Bagautinov,Tim Elliott,win,U-DEC,3,5:00,43,1,0,0,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,4,Flyweight,125,Tim Elliott,Ali Bagautinov,loss,U-DEC,3,5:00,48,2,1,0,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,5,Lightweight,155,Evan Dunham,Donald Cerrone,loss,SUB  Triangle Choke,2,3:49,24,0,0,0,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,5,Lightweight,155,Donald Cerrone,Evan Dunham,win,SUB  Triangle Choke,2,3:49,32,1,1,2,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,6,Middleweight,185,Ed Herman,Thales Leites,loss,U-DEC,3,5:00,14,0,0,0,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,6,Middleweight,185,Thales Leites,Ed Herman,win,U-DEC,3,5:00,20,3,0,13,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,7,Welterweight,170,Brian Ebersole,Rick Story,loss,U-DEC,3,5:00,42,0,0,0,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,7,Welterweight,170,Rick Story,Brian Ebersole,win,U-DEC,3,5:00,71,2,0,2,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,8,Bantamweight,135,Edwin Figueroa,Erik Perez,loss,U-DEC,3,5:00,18,0,0,0,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,8,Bantamweight,135,Erik Perez,Edwin Figueroa,win,U-DEC,3,5:00,50,7,0,5,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,9,Welterweight,170,Anthony Lapsley,Jason High,loss,U-DEC,3,5:00,8,0,0,1,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,9,Welterweight,170,Jason High,Anthony Lapsley,win,U-DEC,3,5:00,5,4,4,11,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,10,Bantamweight,135,Will Campuzano,Sergio Pettis,loss,U-DEC,3,5:00,41,4,0,2,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,10,Bantamweight,135,Sergio Pettis,Will Campuzano,win,U-DEC,3,5:00,81,2,3,5,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,11,Light Heavyweight,205,Gian Villante,Cody Donovan,win,KO/TKO  Punch,2,1:22,43,1,0,1,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,2013-11-16,11,Light Heavyweight,205,Cody Donovan,Gian Villante,loss,KO/TKO  Punch,2,1:22,51,0,0,0,http://www.fightmetric.com/event-details/28f3c2258a1d8874
UFC Fight Night: Belfort vs Henderson,2013-11-09,0,Light Heavyweight,205,Vitor Belfort,Dan Henderson,win,KO/TKO  Kick,1,1:17,12,0,0,0,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,0,Light Heavyweight,205,Dan Henderson,Vitor Belfort,loss,KO/TKO  Kick,1,1:17,1,0,0,0,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,1,Middleweight,185,Cezar Ferreira,Daniel Sarafian,win,S-DEC,3,5:00,15,3,0,5,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,1,Middleweight,185,Daniel Sarafian,Cezar Ferreira,loss,S-DEC,3,5:00,21,0,0,0,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,2,Light Heavyweight,205,"Rafael ""Feijao"" Cavalcante",Igor Pokrajac,win,KO/TKO  Knee,1,1:18,16,0,0,0,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,2,Light Heavyweight,205,Igor Pokrajac,Rafael Feijao,loss,KO/TKO  Knee,1,1:18,9,0,0,0,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,3,Welterweight,170,Brandon Thatch,Paulo Thiago,win,KO/TKO  Knee,1,2:10,12,0,0,0,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,3,Welterweight,170,Paulo Thiago,Brandon Thatch,loss,KO/TKO  Knee,1,2:10,5,1,0,0,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,4,Welterweight,170,Ryan LaFlare,Santiago Ponzinibbio,win,U-DEC,3,5:00,75,5,0,7,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,4,Welterweight,170,Santiago Ponzinibbio,Ryan LaFlare,loss,U-DEC,3,5:00,25,0,0,0,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,5,Featherweight,145,Jeremy Stephens,Rony Jason,win,KO/TKO  Kick,1,0:40,3,0,0,0,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,5,Featherweight,145,Rony Jason,Jeremy Stephens,loss,KO/TKO  Kick,1,0:40,1,0,0,0,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,6,Featherweight,145,Sam Sicilia,Godofredo Pepey,win,KO/TKO  Punches,1,1:42,11,1,0,1,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,6,Featherweight,145,Godofredo Pepey,Sam Sicilia,loss,KO/TKO  Punches,1,1:42,3,0,0,0,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,7,Middleweight,185,Omari Akhmedov,Thiago Perpetuo,win,KO/TKO,1,3:31,14,1,1,1,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,7,Middleweight,185,Thiago Perpetuo,Omari Akhmedov,loss,KO/TKO,1,3:31,18,1,0,2,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,8,Lightweight,155,Justin Salas,Thiago Tavares,loss,SUB  Rear Naked Choke,1,2:38,4,0,0,1,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,8,Lightweight,155,Thiago Tavares,Justin Salas,win,SUB  Rear Naked Choke,1,2:38,7,1,1,2,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,9,Lightweight,155,Daron Cruickshank,Adriano Martins,loss,SUB  Armbar,2,2:49,8,0,0,0,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,9,Lightweight,155,Adriano Martins,Daron Cruickshank,win,SUB  Armbar,2,2:49,16,1,1,3,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,10,Flyweight,125,Dustin Ortiz,Jose Maria,win,KO/TKO  Punches,3,3:19,55,4,0,7,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson,2013-11-09,10,Flyweight,125,Jose Maria,Dustin Ortiz,loss,KO/TKO  Punches,3,3:19,43,2,2,1,http://www.fightmetric.com/event-details/5d7c18191b8aa432
UFC Fight Night: Fight for the Troops,2013-11-06,0,Middleweight,185,Tim Kennedy,Rafael Natal,win,KO/TKO  Punch,1,4:40,13,0,0,0,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,0,Middleweight,185,Rafael Natal,Tim Kennedy,loss,KO/TKO  Punch,1,4:40,13,0,0,0,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,1,Women's Bantamweight,135,Alexis Davis,Liz Carmouche,win,U-DEC,3,5:00,50,1,0,1,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,1,Women's Bantamweight,135,Liz Carmouche,Alexis Davis,loss,U-DEC,3,5:00,43,1,0,0,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,2,Middleweight,185,Yoel Romero,Ronny Markes,win,KO/TKO  Punch,3,1:39,50,0,0,0,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,2,Middleweight,185,Ronny Markes,Yoel Romero,loss,KO/TKO  Punch,3,1:39,18,2,0,1,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,3,Lightweight,155,Rustam Khabilov,Jorge Masvidal,win,U-DEC,3,5:00,32,2,1,0,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,3,Lightweight,155,Jorge Masvidal,Rustam Khabilov,loss,U-DEC,3,5:00,38,1,0,0,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,4,Lightweight,155,Michael Chiesa,Colton Smith,win,SUB  Rear Naked Choke,2,1:41,7,1,2,3,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,4,Lightweight,155,Colton Smith,Michael Chiesa,loss,SUB  Rear Naked Choke,2,1:41,4,2,1,1,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,5,Lightweight,155,Bobby Green,James Krause,win,KO/TKO  Kick,1,3:50,20,0,0,0,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,5,Lightweight,155,James Krause,Bobby Green,loss,KO/TKO  Kick,1,3:50,22,0,0,0,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,6,Bantamweight,135,George Roop,Francisco Rivera,loss,KO/TKO  Punch,2,2:20,23,1,0,0,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,6,Bantamweight,135,Francisco Rivera,George Roop,win,KO/TKO  Punch,2,2:20,27,0,0,0,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,7,Featherweight,145,Dennis Bermudez,Steven Siler,win,U-DEC,3,5:00,44,6,4,3,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,7,Featherweight,145,Steven Siler,Dennis Bermudez,loss,U-DEC,3,5:00,23,0,3,0,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,8,Women's Bantamweight,135,Germaine de Randamie,Amanda Nunes,loss,KO/TKO  Elbows,1,3:56,1,0,0,0,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,8,Women's Bantamweight,135,Amanda Nunes,Germaine de Randamie,win,KO/TKO  Elbows,1,3:56,14,1,0,1,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,9,Middleweight,185,Chris Camozzi,Lorenz Larkin,loss,U-DEC,3,5:00,64,0,0,0,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,9,Middleweight,185,Lorenz Larkin,Chris Camozzi,win,U-DEC,3,5:00,46,0,0,0,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,10,Lightweight,155,Yancy Medeiros,Yves Edwards,nc  nc,Overturned,1,2:47,25,0,0,0,http://www.fightmetric.com/event-details/35dc6220b113b7ec
