Event,Date,Fight Number,Division,Weightclass,Fighter,Opponent,Result,Method,Round,Time,Sig Strikes,Takedowns,Sub Attempts,Guard Passes,Url
UFC Fight Night: Fight for the Troops,2013-11-06,10,Lightweight,155,Yves Edwards,Yancy Medeiros,nc  nc,Overturned,1,2:47,19,0,0,0,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,11,Welterweight,170,Neil Magny,Seth Baczynski,loss,U-DEC,3,5:00,31,2,0,0,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,11,Welterweight,170,Seth Baczynski,Neil Magny,win,U-DEC,3,5:00,28,3,0,1,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,12,Middleweight,185,Derek Brunson,Brian Houston,win,SUB  Rear Naked Choke,1,0:48,1,0,1,1,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops,2013-11-06,12,Middleweight,185,Brian Houston,Derek Brunson,loss,SUB  Rear Naked Choke,1,0:48,0,0,0,0,http://www.fightmetric.com/event-details/35dc6220b113b7ec
UFC Fight Night: Machida vs Munoz,2013-10-26,0,Middleweight,185,Lyoto Machida,Mark Munoz,win,KO/TKO  Kick,1,3:10,5,0,0,0,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,0,Middleweight,185,Mark Munoz,Lyoto Machida,loss,KO/TKO  Kick,1,3:10,0,0,0,0,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,1,Lightweight,155,Ross Pearson,Melvin Guillard,nc  nc,CNC,1,1:57,3,0,0,0,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,1,Lightweight,155,Melvin Guillard,Ross Pearson,nc  nc,CNC,1,1:57,9,0,0,0,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,2,Light Heavyweight,205,Jimi Manuwa,Ryan Jimmo,win,KO/TKO,2,4:41,48,0,0,0,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,2,Light Heavyweight,205,Ryan Jimmo,Jimi Manuwa,loss,KO/TKO,2,4:41,36,0,0,0,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,3,Lightweight,155,Norman Parke,Jon Tuck,win,U-DEC,3,5:00,81,1,0,0,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,3,Lightweight,155,Jon Tuck,Norman Parke,loss,U-DEC,3,5:00,67,0,0,0,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,4,Middleweight,185,Nico Musoke,Alessio Sakara,win,SUB  Armbar,1,3:07,12,1,1,1,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,4,Middleweight,185,Alessio Sakara,Nico Musoke,loss,SUB  Armbar,1,3:07,20,1,0,1,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,5,Flyweight,125,Phil Harris,John Lineker,loss,KO/TKO  Punch,1,2:51,14,0,0,0,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,5,Flyweight,125,John Lineker,Phil Harris,win,KO/TKO  Punch,1,2:51,31,0,0,0,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,6,Lightweight,155,Piotr Hallmann,Al Iaquinta,loss,U-DEC,3,5:00,66,3,0,0,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,6,Lightweight,155,Al Iaquinta,Piotr Hallmann,win,U-DEC,3,5:00,85,2,0,0,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,7,Middleweight,185,Andrew Craig,Luke Barnatt,loss,SUB  Rear Naked Choke,2,2:12,26,0,0,0,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,7,Middleweight,185,Luke Barnatt,Andrew Craig,win,SUB  Rear Naked Choke,2,2:12,39,1,1,2,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,8,Women's Bantamweight,135,Rosi Sexton,Jessica Andrade,loss,U-DEC,3,5:00,88,1,0,0,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,8,Women's Bantamweight,135,Jessica Andrade,Rosi Sexton,win,U-DEC,3,5:00,206,1,0,1,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,9,Featherweight,145,Andy Ogle,Cole Miller,loss,U-DEC,3,5:00,27,2,0,0,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,9,Featherweight,145,Cole Miller,Andy Ogle,win,U-DEC,3,5:00,21,0,1,2,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,10,Featherweight,145,Rob Whiteford,Jimy Hettes,loss,SUB  Triangle Choke,2,2:17,15,0,0,0,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,10,Featherweight,145,Jimy Hettes,Rob Whiteford,win,SUB  Triangle Choke,2,2:17,5,3,2,4,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,11,Middleweight,185,Bradley Scott,Michael Kuiper,win,SUB  Guillotine Choke,1,4:17,14,0,2,0,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,2013-10-26,11,Middleweight,185,Michael Kuiper,Bradley Scott,loss,SUB  Guillotine Choke,1,4:17,7,1,0,0,http://www.fightmetric.com/event-details/60884f31ead1609c
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,0,Heavyweight,265,Cain Velasquez,Junior Dos Santos,win,KO/TKO  Punch,5,3:09,123,2,1,1,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,0,Heavyweight,265,Junior Dos Santos,Cain Velasquez,loss,KO/TKO  Punch,5,3:09,46,0,1,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,1,Heavyweight,265,Daniel Cormier,Roy Nelson,win,U-DEC,3,5:00,74,3,0,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,1,Heavyweight,265,Roy Nelson,Daniel Cormier,loss,U-DEC,3,5:00,17,0,0,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,2,Lightweight,155,Gilbert Melendez,Diego Sanchez,win,U-DEC,3,5:00,96,1,0,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,2,Lightweight,155,Diego Sanchez,Gilbert Melendez,loss,U-DEC,3,5:00,42,1,2,1,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,3,Heavyweight,265,Gabriel Gonzaga,Shawn Jordan,win,KO/TKO  Punch,1,1:33,8,0,0,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,3,Heavyweight,265,Shawn Jordan,Gabriel Gonzaga,loss,KO/TKO  Punch,1,1:33,2,0,0,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,4,Flyweight,125,John Dodson,Darrell Montague,win,KO/TKO  Punch,1,4:13,28,0,0,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,4,Flyweight,125,Darrell Montague,John Dodson,loss,KO/TKO  Punch,1,4:13,10,0,0,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,5,Middleweight,185,Tim Boetsch,CB Dollaway,win,S-DEC,3,5:00,41,0,3,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,5,Middleweight,185,CB Dollaway,Tim Boetsch,loss,S-DEC,3,5:00,57,3,0,4,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,6,Welterweight,170,Nate Marquardt,Hector Lombard,loss,KO/TKO  Punch,1,1:48,4,0,0,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,6,Welterweight,170,Hector Lombard,Nate Marquardt,win,KO/TKO  Punch,1,1:48,10,0,0,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,7,Women's Bantamweight,135,Sarah Kaufman,Jessica Eye,nc  nc,Overturned,3,5:00,87,0,0,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,7,Women's Bantamweight,135,Jessica Eye,Sarah Kaufman,nc  nc,Overturned,3,5:00,65,0,0,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,8,Lightweight,155,George Sotiropoulos,KJ Noons,loss,U-DEC,3,5:00,50,1,0,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,8,Lightweight,155,KJ Noons,George Sotiropoulos,win,U-DEC,3,5:00,56,0,0,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,9,Welterweight,170,TJ Waldburger,Adlan Amagov,loss,KO/TKO  Punch,1,3:00,4,0,0,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,9,Welterweight,170,Adlan Amagov,TJ Waldburger,win,KO/TKO  Punch,1,3:00,15,0,0,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,10,Lightweight,155,Mike Rio,Tony Ferguson,loss,SUB  D'Arce Choke,1,1:52,4,0,0,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,10,Lightweight,155,Tony Ferguson,Mike Rio,win,SUB  D'Arce Choke,1,1:52,5,0,1,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,11,Featherweight,145,Jeremy Larsen,Andre Fili,loss,KO/TKO  Punch,2,0:53,23,1,0,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,11,Featherweight,145,Andre Fili,Jeremy Larsen,win,KO/TKO  Punch,2,0:53,55,1,0,0,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,12,Bantamweight,135,Kyoji Horiguchi,Dustin Pague,win,KO/TKO  Punches,2,3:51,30,1,0,3,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,12,Bantamweight,135,Dustin Pague,Kyoji Horiguchi,loss,KO/TKO  Punches,2,3:51,9,1,1,1,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01
UFC Fight Night: Maia vs Shields,2013-10-09,0,Welterweight,170,Jake Shields,Demian Maia,win,S-DEC,5,5:00,35,1,0,5,http://www.fightmetric.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,2013-10-09,0,Welterweight,170,Demian Maia,Jake Shields,loss,S-DEC,5,5:00,24,3,0,1,http://www.fightmetric.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,2013-10-09,1,Welterweight,170,Dong Hyun Kim,Erick Silva,win,KO/TKO  Punch,2,3:01,11,1,0,1,http://www.fightmetric.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,2013-10-09,1,Welterweight,170,Erick Silva,Dong Hyun Kim,loss,KO/TKO  Punch,2,3:01,28,0,0,0,http://www.fightmetric.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,2013-10-09,2,Light Heavyweight,205,Thiago Silva,Matt Hamill,win,U-DEC,3,5:00,96,0,0,0,http://www.fightmetric.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,2013-10-09,2,Light Heavyweight,205,Matt Hamill,Thiago Silva,loss,U-DEC,3,5:00,70,3,0,0,http://www.fightmetric.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,2013-10-09,3,Light Heavyweight,205,Fabio Maldonado,Joey Beltran,win,S-DEC,3,5:00,87,0,1,0,http://www.fightmetric.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,2013-10-09,3,Light Heavyweight,205,Joey Beltran,Fabio Maldonado,loss,S-DEC,3,5:00,57,1,0,0,http://www.fightmetric.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,2013-10-09,4,Welterweight,170,Rousimar Palhares,Mike Pierce,win,SUB  Heel Hook,1,0:31,0,0,2,0,http://www.fightmetric.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,2013-10-09,4,Welterweight,170,Mike Pierce,Rousimar Palhares,loss,SUB  Heel Hook,1,0:31,2,1,0,0,http://www.fightmetric.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,2013-10-09,5,Bantamweight,135,Raphael Assuncao,TJ Dillashaw,win,S-DEC,3,5:00,32,0,1,0,http://www.fightmetric.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,2013-10-09,5,Bantamweight,135,TJ Dillashaw,Raphael Assuncao,loss,S-DEC,3,5:00,29,2,3,1,http://www.fightmetric.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,2013-10-09,6,Welterweight,170,Igor Araujo,Ildemar Alcantara,win,U-DEC,3,5:00,21,1,1,6,http://www.fightmetric.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,2013-10-09,6,Welterweight,170,Ildemar Alcantara,Igor Araujo,loss,U-DEC,3,5:00,18,3,3,1,http://www.fightmetric.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,2013-10-09,7,Welterweight,170,David Mitchell,Yan Cabral,loss,U-DEC,3,5:00,5,0,1,0,http://www.fightmetric.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,2013-10-09,7,Welterweight,170,Yan Cabral,David Mitchell,win,U-DEC,3,5:00,18,4,1,11,http://www.fightmetric.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,2013-10-09,8,Flyweight,125,Iliarde Santos,Chris Cariaso,loss,KO/TKO  Punches,2,4:31,35,2,0,1,http://www.fightmetric.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,2013-10-09,8,Flyweight,125,Chris Cariaso,Iliarde Santos,win,KO/TKO  Punches,2,4:31,54,0,0,1,http://www.fightmetric.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,2013-10-09,9,Lightweight,155,Alan Patrick,Garett Whiteley,win,KO/TKO  Punch,1,3:54,16,1,0,0,http://www.fightmetric.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,2013-10-09,9,Lightweight,155,Garett Whiteley,Alan Patrick,loss,KO/TKO  Punch,1,3:54,7,0,0,0,http://www.fightmetric.com/event-details/43612456979e5d5e
UFC 165: Jones vs Gustafsson,2013-09-21,0,Light Heavyweight,205,Jon Jones,Alexander Gustafsson,win,U-DEC,5,5:00,134,1,0,0,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,0,Light Heavyweight,205,Alexander Gustafsson,Jon Jones,loss,U-DEC,5,5:00,110,1,0,0,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,1,Bantamweight,135,Renan Barao,Eddie Wineland,win,KO/TKO  Spinning Back Kick,2,0:35,28,0,0,0,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,1,Bantamweight,135,Eddie Wineland,Renan Barao,loss,KO/TKO  Spinning Back Kick,2,0:35,11,0,0,0,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,2,Heavyweight,265,Brendan Schaub,Matt Mitrione,win,SUB  D'Arce Choke,1,4:06,14,1,1,1,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,2,Heavyweight,265,Matt Mitrione,Brendan Schaub,loss,SUB  D'Arce Choke,1,4:06,7,0,0,0,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,3,Middleweight,185,Francis Carmont,Costas Philippou,win,U-DEC,3,5:00,29,5,0,14,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,3,Middleweight,185,Costas Philippou,Francis Carmont,loss,U-DEC,3,5:00,7,0,0,0,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,4,Lightweight,155,Khabib Nurmagomedov,Pat Healy,win,U-DEC,3,5:00,54,5,0,4,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,4,Lightweight,155,Pat Healy,Khabib Nurmagomedov,loss,U-DEC,3,5:00,44,0,0,0,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,5,Lightweight,155,Myles Jury,Mike Ricci,win,S-DEC,3,5:00,22,4,0,2,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,5,Lightweight,155,Mike Ricci,Myles Jury,loss,S-DEC,3,5:00,25,0,0,0,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,6,Bantamweight,135,Ivan Menjivar,Wilson Reis,loss,U-DEC,3,5:00,29,0,0,0,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,6,Bantamweight,135,Wilson Reis,Ivan Menjivar,win,U-DEC,3,5:00,33,4,0,2,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,7,Welterweight,170,Stephen Thompson,Chris Clements,win,KO/TKO  Punch,2,1:27,23,2,0,3,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,7,Welterweight,170,Chris Clements,Stephen Thompson,loss,KO/TKO  Punch,2,1:27,17,0,0,0,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,8,Bantamweight,135,Dustin Kimura,Mitch Gagnon,loss,SUB  Guillotine Choke,1,4:05,15,0,1,0,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,8,Bantamweight,135,Mitch Gagnon,Dustin Kimura,win,SUB  Guillotine Choke,1,4:05,27,1,1,1,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,9,Lightweight,155,Renee Forte,John Makdessi,loss,KO/TKO  Punch,1,2:01,7,0,0,0,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,9,Lightweight,155,John Makdessi,Renee Forte,win,KO/TKO  Punch,1,2:01,20,0,0,0,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,10,Lightweight,155,Jesse Ronson,Michel Prazeres,loss,S-DEC,3,5:00,38,1,0,1,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,10,Lightweight,155,Michel Prazeres,Jesse Ronson,win,S-DEC,3,5:00,19,7,0,6,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,11,Bantamweight,135,Roland Delorme,Alex Caceres,loss,S-DEC,3,5:00,47,1,1,3,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,11,Bantamweight,135,Alex Caceres,Roland Delorme,win,S-DEC,3,5:00,106,0,0,1,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,12,Heavyweight,265,Daniel Omielanczuk,Nandor Guelmino,win,KO/TKO  Punch,3,3:18,49,2,1,1,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,2013-09-21,12,Heavyweight,265,Nandor Guelmino,Daniel Omielanczuk,loss,KO/TKO  Punch,3,3:18,56,0,0,1,http://www.fightmetric.com/event-details/df5a77121ba84a5d
UFC Fight Night: Teixeira vs Bader,2013-09-04,0,Light Heavyweight,205,Glover Teixeira,Ryan Bader,win,KO/TKO  Punch,1,2:55,14,1,0,0,http://www.fightmetric.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,2013-09-04,0,Light Heavyweight,205,Ryan Bader,Glover Teixeira,loss,KO/TKO  Punch,1,2:55,11,0,1,0,http://www.fightmetric.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,2013-09-04,1,Middleweight,185,"Ronaldo ""Jacare"" Souza",Yushin Okami,win,KO/TKO  Punch,1,2:47,28,0,0,0,http://www.fightmetric.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,2013-09-04,1,Middleweight,185,Yushin Okami,Jacare Souza,loss,KO/TKO  Punch,1,2:47,1,0,0,0,http://www.fightmetric.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,2013-09-04,2,Flyweight,125,Joseph Benavidez,Jussier Formiga,win,KO/TKO  Knee,1,3:07,20,0,0,0,http://www.fightmetric.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,2013-09-04,2,Flyweight,125,Jussier Formiga,Joseph Benavidez,loss,KO/TKO  Knee,1,3:07,6,0,0,0,http://www.fightmetric.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,2013-09-04,3,Lightweight,155,Piotr Hallmann,Francisco Trinaldo,win,SUB  Kimura,2,3:50,42,2,1,2,http://www.fightmetric.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,2013-09-04,3,Lightweight,155,Francisco Trinaldo,Piotr Hallmann,loss,SUB  Kimura,2,3:50,22,1,0,0,http://www.fightmetric.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,2013-09-04,4,Middleweight,185,Rafael Natal,Tor Troeng,win,U-DEC,3,5:00,39,0,1,10,http://www.fightmetric.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,2013-09-04,4,Middleweight,185,Tor Troeng,Rafael Natal,loss,U-DEC,3,5:00,9,0,0,4,http://www.fightmetric.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,2013-09-04,5,Flyweight,125,Ali Bagautinov,Marcos Vinicius,win,KO/TKO  Punch,3,3:28,38,3,1,2,http://www.fightmetric.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,2013-09-04,5,Flyweight,125,Marcos Vinicius,Ali Bagautinov,loss,KO/TKO  Punch,3,3:28,27,0,0,3,http://www.fightmetric.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,2013-09-04,6,Featherweight,145,Kevin Souza,Felipe Arantes,win,S-DEC,3,5:00,52,0,0,0,http://www.fightmetric.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,2013-09-04,6,Featherweight,145,Felipe Arantes,Kevin Souza,loss,S-DEC,3,5:00,35,3,1,2,http://www.fightmetric.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,2013-09-04,7,Bantamweight,135,Lucas Martins,Junior Hernandez,win,SUB  Rear Naked Choke,1,1:10,10,0,1,1,http://www.fightmetric.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,2013-09-04,7,Bantamweight,135,Junior Hernandez,Lucas Martins,loss,SUB  Rear Naked Choke,1,1:10,4,0,0,0,http://www.fightmetric.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,2013-09-04,8,Welterweight,170,Joao Zeferino,Elias Silverio,loss,U-DEC,3,5:00,11,1,0,0,http://www.fightmetric.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,2013-09-04,8,Welterweight,170,Elias Silverio,Joao Zeferino,win,U-DEC,3,5:00,49,1,0,1,http://www.fightmetric.com/event-details/b23fca14c7b79935
